Planet,Teff,Teff_err_up,Teff_err_dn,[Fe/H],[Fe/H]_err_up,[Fe/H]_err_dn,M*,M*_err_up,M*_err_dn,R*,R*_err_up,R*_err_dn,logg*,logg*_err_up,logg*_err_dn,rho*,rho*_err_up,rho*_err_dn,e,e_err_up,e_err_dn,a (AU),a_err_up,a_err_dn,Mp,Mp_err_up,Mp_err_dn,Rp,Rp_err_up,Rp_err_dn,gp,gp_err_up,gp_err_dn,rhop,rhop_err_up,rhop_err_dn,Teq,Teq_err_up,Teq_err_dn,Discovery_Reference,Recent_Reference,Type,RA:HH,RA:MM,RA:SS,Dec:DD,Dec:MM,Dec:SS,Vmag,Kmag,T14,Depth,T0 (HJD or BJD),T0_err,P (day),P_err,Ephemeris_Reference,Impact Parameter,Depth_Calc,Bmag,Rmag,Imag,Kmag_Calc,Umag,Vmag_Calc,Hmag,Jmag,a_Calc,Teq_Calc,Mp_Calc,ScaleHeight_Prox,Previous Study Flag,a-a_Calc % Error,Rp/R*,a_Calc/R*,V-Vcalc,K-Kcalc,umag,gmag,rmag,imag,zmag,RISEmag,SPRAT_Redmag,SPRAT_Bluemag,600RI+19mag,HKmag,G750Mmag,GR01mag
Kepler-236c,3750,150.0,150.0,0.08,0.15,0.15,0.536,,,0.51,0.019,0.019,4.753,0.2,0.2,5.706,0.357,0.357,,,,,,,,,,0.178,0.015,0.015,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,18,55,27.93,39,53,53.1,16.05,12.31,0.1736,0.12,2455019.2169,0.00362,23.968127,0.000174,2014ApJ...784...45R,0.84,0.0012863837316247804,17.33199385675775,14.883993856757753,13.800993856757753,11.786993856757752,18.50299385675775,16.57300614324225,12.733006143242248,13.343006143242247,0.13215517627271534,355.2283057173458,0.022102429692566726,,1.0,,0.03586619204243434,55.7208086998886,-0.5230061432422488,0.5230061432422488,17.13451702984089,17.192064698831025,15.411818587054285,14.397494856757753,13.880652887845836,13.074916926174803,14.883993856757753,16.05,14.03606785920135,12.521503071621124,16.05,13.759877057407131
Kepler-237b,4861,200.0,200.0,-0.08,0.5,0.5,0.732,,,0.725,0.383,0.383,4.583,0.3,0.3,2.712,1.12,1.12,,,,,,,,,,0.126,0.067,0.067,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,18,52,53.14,40,25,18.6,15.58,13.17,0.098,0.04,2454967.95992,0.00396,4.715106,3e-05,2014ApJ...784...45R,0.19,0.0003189598098622129,16.38905501895714,14.855055018957138,14.374055018957138,12.989055018957139,17.19005501895714,15.760944981042861,13.46094498104286,13.950944981042861,0.04959499501768559,896.208372223342,0.010419860639390831,,1.0,,0.017859445956193962,14.709680950514487,-0.18094498104286139,0.18094498104286139,16.46619048920646,16.190874767692133,15.136615328895582,14.821862018957138,14.690237666625533,13.756905500882343,14.855055018957138,15.58,14.29189201570298,13.31547249052143,15.58,13.828888114079353
Kepler-237c,4861,200.0,200.0,-0.08,0.5,0.5,0.732,,,0.725,0.383,0.383,4.583,0.3,0.3,2.712,1.12,1.12,,,,,,,,,,0.186,0.098,0.098,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,18,52,53.14,40,25,18.6,15.58,13.17,0.1313,0.09,2455009.94805,0.00237,8.103636,3.2e-05,2014ApJ...784...45R,0.14,0.000695057544847135,16.38905501895714,14.855055018957138,14.374055018957138,12.989055018957139,17.19005501895714,15.760944981042861,13.46094498104286,13.950944981042861,0.0711590531505015,748.1916237865883,0.023578592323127107,,1.0,,0.026363944030572038,21.105495992313674,-0.18094498104286139,0.18094498104286139,16.46619048920646,16.190874767692133,15.136615328895582,14.821862018957138,14.690237666625533,13.756905500882343,14.855055018957138,15.58,14.29189201570298,13.31547249052143,15.58,13.828888114079353
Kepler-238b,5751,100.0,100.0,0.3,0.1,0.1,1.161,,,1.43,0.264,0.264,4.194,0.15,0.15,0.56,0.311,0.311,,,,,,,,,,0.154,0.036,0.036,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,11,35.31,40,38,16.2,15.24,13.51,0.133,0.01,2454967.1647,0.00553,2.090876,2e-05,2014ApJ...784...45R,0.78,0.000122472971041585,15.721713300588943,14.708713300588943,14.358713300588944,13.507713300588943,15.854713300588944,15.242286699411057,13.751286699411057,14.044286699411057,0.03363329696634006,1808.2562014467799,0.01786245198581173,,1.0,,0.011066750699350961,5.057510733552303,-0.0022866994110568584,0.0022866994110568584,15.089199293857428,15.674064756562295,14.938566849331696,14.774163300588944,14.726365373127804,13.7635808360329,14.708713300588943,15.24,14.19667783471837,13.63064334970553,15.24,13.605088073470569
Kepler-238c,5751,100.0,100.0,0.3,0.1,0.1,1.161,,,1.43,0.264,0.264,4.194,0.15,0.15,0.56,0.311,0.311,,,,,,,,,,0.213,0.04,0.04,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,11,35.31,40,38,16.2,15.24,13.51,0.2015,0.03,2454967.82322,0.00446,6.155557,5e-05,2014ApJ...784...45R,0.06,0.00023429230153422444,15.721713300588943,14.708713300588943,14.358713300588944,13.507713300588943,15.854713300588944,15.242286699411057,13.751286699411057,14.044286699411057,0.06908686644912354,1261.673370337243,0.02877971507446697,,1.0,,0.015306609733517884,10.388739735019767,-0.0022866994110568584,0.0022866994110568584,15.089199293857428,15.674064756562295,14.938566849331696,14.774163300588944,14.726365373127804,13.7635808360329,14.708713300588943,15.24,14.19667783471837,13.63064334970553,15.24,13.605088073470569
Kepler-238d,5751,100.0,100.0,0.3,0.1,0.1,1.161,,,1.43,0.264,0.264,4.194,0.15,0.15,0.56,0.311,0.311,,,,,,,,,,0.274,0.051,0.051,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,11,35.31,40,38,16.2,15.24,13.51,0.2767,0.04,2454973.32179,0.00365,13.233549,8.1e-05,2014ApJ...784...45R,0.43,0.00038770369260912607,15.721713300588943,14.708713300588943,14.358713300588944,13.507713300588943,15.854713300588944,15.242286699411057,13.751286699411057,14.044286699411057,0.11508043019260758,977.5611774412349,0.041679848928137295,,1.0,,0.01969019280274132,17.3048901956716,-0.0022866994110568584,0.0022866994110568584,15.089199293857428,15.674064756562295,14.938566849331696,14.774163300588944,14.726365373127804,13.7635808360329,14.708713300588943,15.24,14.19667783471837,13.63064334970553,15.24,13.605088073470569
Kepler-238e,5751,100.0,100.0,0.3,0.1,0.1,1.161,,,1.43,0.264,0.264,4.194,0.15,0.15,0.56,0.311,0.311,,,,,,,,0.593,0.0,0.737,0.136,0.136,,,,,,,,,,2014ApJS..210...25X,2014ApJ...784...45R,KTEP,19,11,35.31,40,38,16.2,15.24,13.51,0.3412,0.34,2455004.37611,0.00073,23.653647,3.3e-05,2014ApJ...784...45R,0.5,0.002805005954110586,15.721713300588943,14.708713300588943,14.358713300588944,13.507713300588943,15.854713300588944,15.242286699411057,13.751286699411057,14.044286699411057,0.16949204941685242,805.5082979249502,0.17859232478121562,,2.0,,0.052962306918322447,25.486881646940393,-0.0022866994110568584,0.0022866994110568584,15.089199293857428,15.674064756562295,14.938566849331696,14.774163300588944,14.726365373127804,13.7635808360329,14.708713300588943,15.24,14.19667783471837,13.63064334970553,15.24,13.605088073470569
Kepler-238f,5751,100.0,100.0,0.3,0.1,0.1,1.161,,,1.43,0.264,0.264,4.194,0.15,0.15,0.56,0.311,0.311,,,,,,,,0.178,0.0,0.246,0.046,0.046,,,,,,,,,,2014ApJS..210...25X,2014ApJ...784...45R,KTEP,19,11,35.31,40,38,16.2,15.24,13.51,0.312,0.04,2455011.52699,0.01318,50.44411,0.001105,2014ApJ...784...45R,0.6022028216440334,0.0003125136749684835,15.721713300588943,14.708713300588943,14.358713300588944,13.507713300588943,15.854713300588944,15.242286699411057,13.751286699411057,14.044286699411057,0.28081754150612265,625.7956899729934,0.03556967341896315,,2.0,,0.017678056311950234,42.22713377633919,-0.0022866994110568584,0.0022866994110568584,15.089199293857428,15.674064756562295,14.938566849331696,14.774163300588944,14.726365373127804,13.7635808360329,14.708713300588943,15.24,14.19667783471837,13.63064334970553,15.24,13.605088073470569
Kepler-239b,4914,100.0,100.0,0.12,0.1,0.1,0.81,,,0.763,0.044,0.044,4.583,0.15,0.15,2.573,0.372,0.372,,,,,,,,,,0.208,0.013,0.013,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,36,48.52,40,39,48.3,15.47,13.13,0.1208,0.1,2455013.93614,0.00143,11.763051,3.4e-05,2014ApJ...784...45R,0.17,0.0007847810012766727,16.282907539453774,14.748907539453775,14.267907539453775,12.882907539453775,17.083907539453772,15.717092460546226,13.417092460546225,13.907092460546226,0.0943586046129347,673.8138973416171,0.027791725204207165,,1.0,,0.028013942979821186,26.592574254238833,-0.24709246054622547,0.24709246054622547,16.394786690621956,16.077357416478705,15.029439226419617,14.715714539453774,14.58409018712217,13.65075802137898,14.748907539453775,15.47,14.185744536199616,13.273546230273112,15.47,13.721971650883983
Kepler-239c,4914,100.0,100.0,0.12,0.1,0.1,0.81,,,0.763,0.044,0.044,4.583,0.15,0.15,2.573,0.372,0.372,,,,,,,,,,0.224,0.037,0.037,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,36,48.52,40,39,48.3,15.47,13.13,0.1542,0.08,2454965.28814,0.00575,56.228098,0.00058,2014ApJ...784...45R,0.86,0.0009101602144983897,16.282907539453774,14.748907539453775,14.267907539453775,12.882907539453775,17.083907539453772,15.717092460546226,13.417092460546225,13.907092460546226,0.2677547096862154,400.0019970910456,0.030991737411781697,,1.0,,0.030168861670576662,75.45985899707544,-0.24709246054622547,0.24709246054622547,16.394786690621956,16.077357416478705,15.029439226419617,14.715714539453774,14.58409018712217,13.65075802137898,14.748907539453775,15.47,14.185744536199616,13.273546230273112,15.47,13.721971650883983
Kepler-240b,4985,200.0,200.0,0.09,0.5,0.5,0.839,,,0.739,0.299,0.299,4.626,0.3,0.3,2.932,1.028,1.028,,,,,,,,,,0.122,0.05,0.05,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,24,38.11,40,45,1.0,15.91,13.46,0.0987,0.04,2454968.92658,0.00337,4.144495,2.6e-05,2014ApJ...784...45R,0.24,0.0002878072111720836,16.609947097396283,15.229947097396284,14.787947097396284,13.561947097396285,17.209947097396284,15.808052902603716,13.752052902603717,14.184052902603717,0.04762572324017683,946.8907798529816,0.009285892350201549,,1.0,,0.01696488170227201,13.857999910289745,0.10194709739628394,-0.10194709739628394,16.365938570471997,16.479888300077192,15.499521222391476,15.226121097396284,15.1194527036139,14.177414737746995,15.229947097396284,15.91,14.682399094947005,13.606026451301858,15.91,14.188502325344754
Kepler-240c,4985,200.0,200.0,0.09,0.5,0.5,0.839,,,0.739,0.299,0.299,4.626,0.3,0.3,2.932,1.028,1.028,,,,,,,,,,0.196,0.079,0.079,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,24,38.11,40,45,1.0,15.91,13.46,0.1082,0.09,2455007.66155,0.00184,7.953528,2.5e-05,2014ApJ...784...45R,0.36,0.0007428380693621854,16.609947097396283,15.229947097396284,14.787947097396284,13.561947097396285,17.209947097396284,15.808052902603716,13.752052902603717,14.184052902603717,0.07354735297462794,761.9687428952009,0.025466170868958908,,1.0,,0.027255055849551756,21.400603320699474,0.10194709739628394,-0.10194709739628394,16.365938570471997,16.479888300077192,15.499521222391476,15.226121097396284,15.1194527036139,14.177414737746995,15.229947097396284,15.91,14.682399094947005,13.606026451301858,15.91,14.188502325344754
Kepler-241b,4699,200.0,200.0,-0.24,0.5,0.5,0.688,,,0.668,0.289,0.289,4.627,0.3,0.3,3.257,1.171,1.171,,,,,,,,,,0.208,0.092,0.092,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,31,39.15,41,3,39.3,15.73,12.88,0.1299,0.12,2455008.35418,0.00163,12.718092,3.5e-05,2014ApJ...784...45R,0.54,0.0010238695604275862,16.64355141824766,14.903551418247659,14.35355141824766,12.810551418247659,17.647551418247662,15.799448581752342,13.191448581752342,13.735448581752342,0.09413489398609114,603.6033690650304,0.027791725204207165,,1.0,,0.0319979618167718,30.302438888694084,-0.06944858175234181,0.06944858175234181,16.77642677289859,16.43354755513989,15.212213189575534,14.81840141824766,14.64262421617512,13.72456445837976,14.903551418247659,15.73,14.311933741440532,13.035724290876171,15.73,13.894799760879964
Kepler-241c,4699,200.0,200.0,-0.24,0.5,0.5,0.688,,,0.668,0.289,0.289,4.627,0.3,0.3,3.257,1.171,1.171,,,,,,,,,,0.229,0.099,0.099,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,31,39.15,41,3,39.3,15.73,12.88,0.178,0.16,2455031.58185,0.00193,36.065978,0.000133,2014ApJ...784...45R,0.07,0.0012410489926586322,16.64355141824766,14.903551418247659,14.35355141824766,12.810551418247659,17.647551418247662,15.799448581752342,13.191448581752342,13.735448581752342,0.1885968661618149,426.4417708117385,0.03201438294036986,,1.0,,0.03522852526942665,60.71016569383954,-0.06944858175234181,0.06944858175234181,16.77642677289859,16.43354755513989,15.212213189575534,14.81840141824766,14.64262421617512,13.72456445837976,14.903551418247659,15.73,14.311933741440532,13.035724290876171,15.73,13.894799760879964
Kepler-242b,5020,200.0,200.0,0.1,0.5,0.5,0.816,,,0.85,0.522,0.522,4.492,0.3,0.3,1.875,1.08,1.08,,,,,,,,,,0.233,0.143,0.143,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,6,15.77,41,48,30.2,15.64,13.23,0.1142,0.1,2455002.69117,0.00139,8.20395,2e-05,2014ApJ...784...45R,0.06,0.000793496247513697,16.349853578673347,14.969853578673348,14.527853578673348,13.301853578673349,16.94985357867335,15.568146421326652,13.512146421326653,13.944146421326653,0.0743906876212941,818.2522181584359,0.03284011007283626,,1.0,,0.028169065435574837,18.819282260024934,0.0718535786733483,-0.0718535786733483,16.19518594554045,16.200843682671234,15.236782673167564,14.966027578673348,14.859359184890964,13.917321219024059,14.969853578673348,15.64,14.422305576224069,13.371073210663326,15.64,13.926372253317915
Kepler-242c,5020,200.0,200.0,0.1,0.5,0.5,0.816,,,0.85,0.522,0.522,4.492,0.3,0.3,1.875,1.08,1.08,,,,,,,,,,0.178,0.11,0.11,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,6,15.77,41,48,30.2,15.64,13.23,0.1343,0.06,2454976.41348,0.00346,14.496481,8.3e-05,2014ApJ...784...45R,0.37,0.0004630981433849209,16.349853578673347,14.969853578673348,14.527853578673348,13.301853578673349,16.94985357867335,15.568146421326652,13.512146421326653,13.944146421326653,0.10872889231052929,676.8212660923451,0.022102429692566726,,1.0,,0.021519715225460603,27.50612717318111,0.0718535786733483,-0.0718535786733483,16.19518594554045,16.200843682671234,15.236782673167564,14.966027578673348,14.859359184890964,13.917321219024059,14.969853578673348,15.64,14.422305576224069,13.371073210663326,15.64,13.926372253317915
Kepler-243b,5228,200.0,200.0,0.24,0.5,0.5,0.949,,,0.842,0.398,0.398,4.565,0.3,0.3,2.242,0.819,0.819,,,,,,,,,,0.219,0.103,0.103,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,0,26.51,42,2,2.2,15.31,13.06,0.1035,0.09,2455007.87832,0.00109,5.715442,1.1e-05,2014ApJ...784...45R,0.17,0.0007143892871861099,15.954961500234203,14.695961500234203,14.285961500234203,13.185961500234203,16.390961500234205,15.184038499765798,13.322038499765798,13.709038499765798,0.06147923700675695,932.9549815548498,0.029979778411757547,,1.0,,0.026728061792545114,15.700727865253508,0.12596150023420272,-0.12596150023420272,15.735870578560629,15.819617150286174,14.94790977967167,14.716231500234203,14.630039790389644,13.680819009826514,14.695961500234203,15.31,14.160975430427806,13.191019249882899,15.31,13.633610550766571
Kepler-243c,5228,200.0,200.0,0.24,0.5,0.5,0.949,,,0.842,0.398,0.398,4.565,0.3,0.3,2.242,0.819,0.819,,,,,,,,,,0.178,0.087,0.087,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,0,26.51,42,2,2.2,15.31,13.06,0.055,0.05,2454979.90767,0.00404,20.026218,0.000163,2014ApJ...784...45R,0.77,0.0004719399131628762,15.954961500234203,14.695961500234203,14.285961500234203,13.185961500234203,16.390961500234205,15.184038499765798,13.322038499765798,13.709038499765798,0.14182775028875602,614.2487982244727,0.022102429692566726,,1.0,,0.021724178077959042,36.22034071080207,0.12596150023420272,-0.12596150023420272,15.735870578560629,15.819617150286174,14.94790977967167,14.716231500234203,14.630039790389644,13.680819009826514,14.695961500234203,15.31,14.160975430427806,13.191019249882899,15.31,13.633610550766571
Kepler-244b,5554,200.0,200.0,-0.19,0.5,0.5,0.902,,,0.803,0.338,0.338,4.585,0.3,0.3,2.457,0.891,0.891,,,,,,,,,,0.246,0.103,0.103,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,8,58.24,42,18,4.9,15.8,13.73,0.114,0.11,2455006.57568,0.001,4.311792,8e-06,2014ApJ...784...45R,0.52,0.0009910829624633832,16.32379961789292,15.21779961789292,14.844799617892921,13.898799617892921,16.56679961789292,15.63120038210708,13.99920038210708,14.328200382107081,0.05009340631244608,1072.2761928269322,0.03556967341896315,,1.0,,0.0314814701445689,13.414312757466872,0.16879961789292075,-0.16879961789292075,15.670552771887513,16.280548948863764,15.46124711991551,15.26593061789292,15.203415073851472,14.245844755260388,15.21779961789292,15.8,14.697058935782742,13.86460019105354,15.8,14.135304174511251
Kepler-244c,5554,200.0,200.0,-0.19,0.5,0.5,0.902,,,0.803,0.338,0.338,4.585,0.3,0.3,2.457,0.891,0.891,,,,,,,,,,0.183,0.078,0.078,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,8,58.24,42,18,4.9,15.8,13.73,0.0572,0.06,2455019.57903,0.00229,9.767292,4.6e-05,2014ApJ...784...45R,0.49,0.0005484562319045582,16.32379961789292,15.21779961789292,14.844799617892921,13.898799617892921,16.56679961789292,15.63120038210708,13.99920038210708,14.328200382107081,0.08640220191919162,816.4593007083504,0.02302145632402441,,1.0,,0.02341914242461833,23.137299792485305,0.16879961789292075,-0.16879961789292075,15.670552771887513,16.280548948863764,15.46124711991551,15.26593061789292,15.203415073851472,14.245844755260388,15.21779961789292,15.8,14.697058935782742,13.86460019105354,15.8,14.135304174511251
Kepler-244d,5554,200.0,200.0,-0.19,0.5,0.5,0.902,,,0.803,0.338,0.338,4.585,0.3,0.3,2.457,0.891,0.891,,,,,,,,,,0.206,0.087,0.087,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,8,58.24,42,18,4.9,15.8,13.73,0.1877,0.08,2455021.08718,0.00377,20.050401,0.00013,2014ApJ...784...45R,0.11,0.0006949830886888779,16.32379961789292,15.21779961789292,14.844799617892921,13.898799617892921,16.56679961789292,15.63120038210708,13.99920038210708,14.328200382107081,0.13955885723691155,642.4188025829693,0.027399633279552162,,1.0,,0.026362531909679653,37.37190773919215,0.16879961789292075,-0.16879961789292075,15.670552771887513,16.280548948863764,15.46124711991551,15.26593061789292,15.203415073851472,14.245844755260388,15.21779961789292,15.8,14.697058935782742,13.86460019105354,15.8,14.135304174511251
Kepler-245b,5100,100.0,100.0,0.03,0.1,0.1,0.84,,,0.795,0.053,0.053,4.56,0.15,0.15,2.359,0.379,0.379,,,,,,,,,,0.229,0.016,0.016,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,26,33.35,42,26,10.8,15.85,13.63,0.1168,0.11,2455007.94919,0.00132,7.49019,1.9e-05,2014ApJ...784...45R,0.2,0.0008762087665837672,16.552148537680075,15.172148537680075,14.730148537680074,13.504148537680075,17.152148537680077,15.975851462319925,13.919851462319926,14.351851462319926,0.07069057298526857,824.7195455729612,0.03201438294036986,,1.0,,0.029600823748398748,19.12043559070249,-0.1258514623199254,0.1258514623199254,16.327993542709425,16.417878385098092,15.441134878119495,15.168322537680075,15.061654143897691,14.119616178030785,15.172148537680075,15.85,14.624600535230796,13.774925731159964,15.85,14.130252473311199
Kepler-245c,5100,100.0,100.0,0.03,0.1,0.1,0.84,,,0.795,0.053,0.053,4.56,0.15,0.15,2.359,0.379,0.379,,,,,,,,,,0.194,0.015,0.015,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,26,33.35,42,26,10.8,15.85,13.63,0.0935,0.08,2454970.26441,0.00256,17.460812,7.6e-05,2013ApJS..208...22X,0.2,0.0006288398989177678,16.552148537680075,15.172148537680075,14.730148537680074,13.504148537680075,17.152148537680077,15.975851462319925,13.919851462319926,14.351851462319926,0.12428228703095914,621.9885930095792,0.02508494462244264,,2.0,,0.025076680380739548,33.615959864066525,-0.1258514623199254,0.1258514623199254,16.327993542709425,16.417878385098092,15.441134878119495,15.168322537680075,15.061654143897691,14.119616178030785,15.172148537680075,15.85,14.624600535230796,13.774925731159964,15.85,14.130252473311199
Kepler-245d,5100,100.0,100.0,0.03,0.1,0.1,0.84,,,0.795,0.053,0.053,4.56,0.15,0.15,2.359,0.379,0.379,,,,,,,,,,0.27,0.019,0.019,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,26,33.35,42,26,10.8,15.85,13.63,0.2002,0.15,2455034.27797,0.00264,36.277108,0.000173,2013ApJS..208...22X,0.18,0.0012180473119116077,16.552148537680075,15.172148537680075,14.730148537680074,13.504148537680075,17.152148537680077,15.975851462319925,13.919851462319926,14.351851462319926,0.20235846866178986,487.445815056566,0.040788129095608305,,2.0,,0.034900534550513805,54.73406004344104,-0.1258514623199254,0.1258514623199254,16.327993542709425,16.417878385098092,15.441134878119495,15.168322537680075,15.061654143897691,14.119616178030785,15.172148537680075,15.85,14.624600535230796,13.774925731159964,15.85,14.130252473311199
Kepler-245e,5174,73.0,76.0,0.05,0.11,0.1,0.86,0.03,0.03,0.8,0.02,0.02,4.57,0.02,0.02,,,,,,,,,,,,,0.151,0.01,0.007,,,,,,,998.0,,,2016ApJ...822...86M,2016ApJ...822...86M,KTEP,19,26,33.35,42,26,10.7,15.85,13.64,0.086,0.05,2454966.00406,0.001,3.2198148,5.5e-06,2016ApJ...822...86M,0.45257195295895525,0.00037622253663069274,16.506148537680076,15.199148537680074,14.776148537680074,13.625148537680074,17.008148537680075,15.864851462319924,13.924851462319925,14.329851462319924,0.040581359824844614,1107.7491307885841,0.017353085299066914,,1.0,,0.01939645680609458,10.907871603973117,-0.014851462319924735,0.014851462319926512,16.181348256995136,16.393227385098093,15.460925878119495,15.209629537680074,15.115119174985773,14.16882071313127,15.199148537680074,15.85,14.659086301010811,13.782425731159963,15.85,14.147600885700218
Kepler-246b,5206,200.0,200.0,0.14,0.5,0.5,0.905,,,0.831,0.422,0.422,4.557,0.3,0.3,2.225,0.864,0.864,,,,,,,,,,0.209,0.107,0.107,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,45,56.02,42,39,48.3,15.27,13.03,0.0928,0.07,2455002.97887,0.00096,4.60182,8e-06,2014ApJ...784...45R,0.58,0.0006679768498213644,15.947612580447046,14.640612580447044,14.217612580447046,13.066612580447046,16.449612580447045,15.233387419552955,13.293387419552953,13.698387419552953,0.052373202180667655,999.9617994748329,0.027988438560989322,,1.0,,0.025845248109108265,13.552253386616599,0.03661258044704496,-0.03661258044704674,15.81638423631012,15.793630714051849,14.896659021467684,14.651093580447046,14.556583217752745,13.610284755898242,14.640612580447044,15.27,14.100550343777783,13.161693709776475,15.27,13.584555209239134
