Planet,Teff,Teff_err_up,Teff_err_dn,[Fe/H],[Fe/H]_err_up,[Fe/H]_err_dn,M*,M*_err_up,M*_err_dn,R*,R*_err_up,R*_err_dn,logg*,logg*_err_up,logg*_err_dn,rho*,rho*_err_up,rho*_err_dn,e,e_err_up,e_err_dn,a (AU),a_err_up,a_err_dn,Mp,Mp_err_up,Mp_err_dn,Rp,Rp_err_up,Rp_err_dn,gp,gp_err_up,gp_err_dn,rhop,rhop_err_up,rhop_err_dn,Teq,Teq_err_up,Teq_err_dn,Discovery_Reference,Recent_Reference,Type,RA:HH,RA:MM,RA:SS,Dec:DD,Dec:MM,Dec:SS,Vmag,Kmag,T14,Depth,T0 (HJD or BJD),T0_err,P (day),P_err,Ephemeris_Reference,Impact Parameter
Kepler-374d,5977,200.0,200.0,-0.44,0.5,0.5,0.91,,,0.911,0.474,0.474,4.479,0.3,0.3,1.699,0.637,0.637,,,,,,,,,,0.117,0.062,0.062,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,36,33.1,42,22,13.8,14.85,13.13,0.1433,0.02,2454967.10741,0.00447,5.028219,4e-05,2014ApJ...784...45R,0.69
Kepler-375b,5826,200.0,200.0,-0.2,0.5,0.5,0.941,,,0.837,0.291,0.291,4.567,0.3,0.3,2.265,0.807,0.807,,,,,,,,,,0.129,0.045,0.045,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,14,28.3,48,5,54.3,15.86,14.08,0.1267,0.03,2454975.10445,0.00691,12.125934,0.000204,2014ApJ...784...45R,0.32
Kepler-375c,5826,200.0,200.0,-0.2,0.5,0.5,0.941,,,0.837,0.291,0.291,4.567,0.3,0.3,2.265,0.807,0.807,,,,,,,,,,0.236,0.086,0.086,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,14,28.3,48,5,54.3,15.86,14.08,0.1587,0.06,2454968.52342,0.00545,19.986326,0.000184,2014ApJ...784...45R,0.93
Kepler-376b,5900,100.0,100.0,-0.16,0.1,0.1,0.991,,,1.175,0.234,0.234,4.303,0.15,0.15,0.862,0.447,0.447,,,,,,,,,,0.095,0.02,0.02,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,26,25.72,38,24,37.4,13.87,12.32,0.1631,0.01,2454968.40794,0.00788,4.920199,7.3e-05,2014ApJ...784...45R,0.34
Kepler-376c,5900,100.0,100.0,-0.16,0.1,0.1,0.991,,,1.175,0.234,0.234,4.303,0.15,0.15,0.862,0.447,0.447,,,,,,,,,,0.16,0.032,0.032,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,26,25.72,38,24,37.4,13.87,12.32,0.1087,0.02,2454975.59795,0.00444,14.172327,0.000108,2014ApJ...784...45R,0.19
Kepler-377b,5949,128.0,128.0,-0.01,0.1,0.1,1.081,,,1.224,0.229,0.229,4.303,0.15,0.15,0.832,0.391,0.391,,,,,,,,,,0.124,0.024,0.024,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,41,41.28,38,44,8.5,13.99,12.46,0.1676,0.01,2454970.00758,0.01348,12.509529,0.000257,2014ApJ...784...45R,0.06
Kepler-377c,5949,128.0,128.0,-0.01,0.1,0.1,1.081,,,1.224,0.229,0.229,4.303,0.15,0.15,0.832,0.391,0.391,,,,,,,,,,0.184,0.035,0.035,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,41,41.28,38,44,8.5,13.99,12.46,0.2407,0.03,2454965.50842,0.00837,27.014976,0.000347,2014ApJ...784...45R,0.34
Kepler-378b,4661,100.0,100.0,0.03,0.1,0.1,0.728,,,0.671,0.035,0.035,4.647,0.15,0.15,3.402,0.397,0.397,,,,,,,,,,0.067,0.013,0.013,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,39,47.66,46,26,19.1,12.79,10.2,0.0807,0.01,2454975.51349,0.00296,16.092361,7.3e-05,2014ApJ...784...45R,0.54
Kepler-378c,4661,100.0,100.0,0.03,0.1,0.1,0.728,,,0.671,0.035,0.035,4.647,0.15,0.15,3.402,0.397,0.397,,,,,,,,,,0.062,0.004,0.004,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,39,47.66,46,26,19.1,12.79,10.2,0.1268,0.01,2454991.82172,0.00444,28.906009,0.000216,2014ApJ...784...45R,0.35
Kepler-379b,6054,100.0,100.0,0.05,0.1,0.1,1.151,,,1.306,0.237,0.237,4.273,0.15,0.15,0.729,0.335,0.335,,,,,,,,,,0.148,0.028,0.028,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,42,48.27,38,56,45.0,13.48,12.0,0.2127,0.02,2455040.5759,0.00529,20.09838,0.00018,2014ApJ...784...45R,0.0
Kepler-379c,6054,100.0,100.0,0.05,0.1,0.1,1.151,,,1.306,0.237,0.237,4.273,0.15,0.15,0.729,0.335,0.335,,,,,,,,,,0.204,0.038,0.038,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,42,48.27,38,56,45.0,13.48,12.0,0.1949,0.03,2454990.30359,0.00544,62.784697,0.000661,2014ApJ...784...45R,0.18
Kepler-380b,6045,147.0,147.0,-0.16,0.1,0.1,1.054,,,1.224,0.242,0.242,4.293,0.15,0.15,0.811,0.406,0.406,,,,,,,,,,0.106,0.021,0.021,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,18,49,34.71,48,45,32.9,13.78,12.28,0.1234,0.01,2454968.19896,0.00643,3.930821,3.8e-05,2014ApJ...784...45R,0.19
Kepler-380c,6045,147.0,147.0,-0.16,0.1,0.1,1.054,,,1.224,0.242,0.242,4.293,0.15,0.15,0.811,0.406,0.406,,,,,,,,,,0.113,0.025,0.025,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,18,49,34.71,48,45,32.9,13.78,12.28,0.1229,0.01,2454970.08071,0.00585,7.630004,7.3e-05,2014ApJ...784...45R,0.04
Kepler-381b,6152,100.0,100.0,-0.18,0.1,0.1,1.178,,,1.568,0.35,0.35,4.12,0.18,0.18,0.431,0.321,0.321,,,,,,,,,,0.088,0.02,0.02,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,0,43.87,43,49,51.9,10.7,9.5,0.163,0.0,2454967.74616,0.00277,5.629021,2.8e-05,2014ApJ...784...45R,0.29
Kepler-381c,6152,100.0,100.0,-0.18,0.1,0.1,1.178,,,1.568,0.35,0.35,4.12,0.18,0.18,0.431,0.321,0.321,,,,,,,,,,0.1,0.022,0.022,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,0,43.87,43,49,51.9,10.7,9.5,0.1424,0.0,2454966.05506,0.00424,13.391635,0.000129,2014ApJ...784...45R,0.49
Kepler-382b,5600,200.0,200.0,-0.31,0.5,0.5,0.817,,,0.945,0.452,0.452,4.401,0.3,0.3,1.366,0.696,0.696,,,,,,,,,,0.118,0.056,0.056,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,56,32.68,45,52,11.7,14.84,12.89,0.1345,0.02,2454969.36774,0.00573,5.262155,4.7e-05,2014ApJ...784...45R,0.6
Kepler-382c,5600,200.0,200.0,-0.31,0.5,0.5,0.817,,,0.945,0.452,0.452,4.401,0.3,0.3,1.366,0.696,0.696,,,,,,,,,,0.142,0.069,0.069,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,56,32.68,45,52,11.7,14.84,12.89,0.0816,0.03,2454970.53267,0.00493,12.162701,0.000109,2014ApJ...784...45R,0.03
Kepler-383b,4710,200.0,200.0,-0.16,0.5,0.5,0.691,,,0.672,0.265,0.265,4.624,0.3,0.3,3.214,1.173,1.173,,,,,,,,,,0.118,0.046,0.046,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,25,22.22,38,21,47.3,15.39,12.67,0.1384,0.04,2454977.31985,0.00557,12.904532,0.000121,2014ApJ...784...45R,0.33
Kepler-383c,4710,200.0,200.0,-0.16,0.5,0.5,0.691,,,0.672,0.265,0.265,4.624,0.3,0.3,3.214,1.173,1.173,,,,,,,,,,0.111,0.044,0.044,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,25,22.22,38,21,47.3,15.39,12.67,0.1549,0.03,2454973.07568,0.0071,31.200751,0.000354,2014ApJ...784...45R,0.36
Kepler-384b,5577,145.0,145.0,-0.39,0.1,0.1,0.836,,,0.882,0.251,0.251,4.475,0.15,0.15,1.72,0.714,0.714,,,,,,,,,,0.1,0.029,0.029,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,4,6.27,44,46,58.3,13.73,12.03,0.2513,0.02,2454973.4199,0.00748,22.597053,0.000243,2014ApJ...784...45R,0.02
Kepler-384c,5577,145.0,145.0,-0.39,0.1,0.1,0.836,,,0.882,0.251,0.251,4.475,0.15,0.15,1.72,0.714,0.714,,,,,,,,,,0.101,0.029,0.029,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,4,6.27,44,46,58.3,13.73,12.03,0.194,0.02,2454975.2508,0.00907,45.348269,0.000779,2014ApJ...784...45R,0.1
Kepler-385b,6326,250.0,250.0,-0.03,0.5,0.5,1.192,,,1.126,0.564,0.564,4.412,0.3,0.3,1.178,0.359,0.359,,,,,,,,,,0.244,0.123,0.123,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,37,21.23,50,20,11.5,15.33,13.81,0.1915,0.05,2455186.62503,0.00531,10.043686,0.000128,2014ApJ...784...45R,0.84
Kepler-385c,6326,250.0,250.0,-0.03,0.5,0.5,1.192,,,1.126,0.564,0.564,4.412,0.3,0.3,1.178,0.359,0.359,,,,,,,,,,0.271,0.139,0.139,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,37,21.23,50,20,11.5,15.33,13.81,0.2835,0.05,2454977.45741,0.0109,15.163161,0.000269,2014ApJ...784...45R,0.94
Kepler-386b,5178,200.0,200.0,-0.23,0.5,0.5,0.775,,,0.767,0.429,0.429,4.558,0.3,0.3,2.424,1.046,1.046,,,,,,,,,,0.124,0.073,0.073,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,19,26.13,48,41,37.9,15.88,13.6,0.1641,0.03,2454974.86305,0.01048,12.31043,0.000218,2014ApJ...784...45R,0.8
Kepler-386c,5178,200.0,200.0,-0.23,0.5,0.5,0.775,,,0.767,0.429,0.429,4.558,0.3,0.3,2.424,1.046,1.046,,,,,,,,,,0.141,0.079,0.079,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,19,26.13,48,41,37.9,15.88,13.6,0.1931,0.04,2454979.43209,0.0082,25.193458,0.000342,2014ApJ...784...45R,0.0
Kepler-387b,5774,154.0,154.0,-0.37,0.1,0.1,0.89,,,1.046,0.24,0.24,4.353,0.15,0.15,1.097,0.593,0.593,,,,,,,,,,0.092,0.021,0.021,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,11,11.56,45,39,24.2,14.1,12.53,0.1332,0.01,2454969.4873,0.00817,6.791636,9.4e-05,2014ApJ...784...45R,0.03
Kepler-387c,5774,154.0,154.0,-0.37,0.1,0.1,0.89,,,1.046,0.24,0.24,4.353,0.15,0.15,1.097,0.593,0.593,,,,,,,,,,0.079,0.02,0.02,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,11,11.56,45,39,24.2,14.1,12.53,0.1357,0.01,2454975.2121,0.01677,11.837549,0.000329,2014ApJ...784...45R,0.13
Kepler-388b,4498,200.0,200.0,-0.33,0.5,0.5,0.614,,,0.586,0.069,0.069,4.69,0.3,0.3,4.305,0.923,0.923,,,,,,,,,,0.072,0.009,0.009,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,18,59,18.73,44,36,31.4,15.36,12.54,0.0851,0.02,2454966.69965,0.0035,3.173315,1.8e-05,2014ApJ...784...45R,0.2
Kepler-388c,4498,200.0,200.0,-0.33,0.5,0.5,0.614,,,0.586,0.069,0.069,4.69,0.3,0.3,4.305,0.923,0.923,,,,,,,,,,0.077,0.01,0.01,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,18,59,18.73,44,36,31.4,15.36,12.54,0.1365,0.02,2454973.94788,0.00559,13.297004,0.000185,2014ApJ...784...45R,0.18
Kepler-389b,5376,250.0,250.0,-0.19,0.5,0.5,0.847,,,0.792,0.402,0.402,4.57,0.3,0.3,2.405,0.948,0.948,,,,,,,,,,0.135,0.069,0.069,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,27,50.4,44,54,0.1,16.0,13.89,0.0873,0.04,2454965.94408,0.00642,3.244107,3e-05,2014ApJ...784...45R,0.25
Kepler-389c,5376,250.0,250.0,-0.19,0.5,0.5,0.847,,,0.792,0.402,0.402,4.57,0.3,0.3,2.405,0.948,0.948,,,,,,,,,,0.13,0.067,0.067,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,27,50.4,44,54,0.1,16.0,13.89,0.1236,0.03,2454976.86026,0.01341,14.51143,0.000305,2014ApJ...784...45R,0.31
Kepler-390b,5166,100.0,100.0,-0.12,0.1,0.1,0.819,,,0.776,0.053,0.053,4.569,0.15,0.15,2.474,0.405,0.405,,,,,,,,,,0.073,0.006,0.006,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,26,30.91,41,12,31.0,14.16,12.07,0.099,0.01,2454966.32269,0.00634,6.738088,6.7e-05,2014ApJ...784...45R,0.37
Kepler-390c,5166,100.0,100.0,-0.12,0.1,0.1,0.819,,,0.776,0.053,0.053,4.569,0.15,0.15,2.474,0.405,0.405,,,,,,,,,,0.07,0.007,0.007,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,26,30.91,41,12,31.0,14.16,12.07,0.111,0.01,2454977.33121,0.00969,13.060022,0.000257,2014ApJ...784...45R,0.48
Kepler-392b,5938,226.0,226.0,-0.29,0.1,0.1,0.971,,,1.129,0.231,0.231,4.323,0.15,0.15,0.952,0.476,0.476,,,,,,,,,,0.089,0.019,0.019,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,14,38.58,43,22,5.1,13.56,12.12,0.1268,0.01,2454969.30141,0.00756,5.341853,5.5e-05,2014ApJ...784...45R,0.24
Kepler-392c,5938,226.0,226.0,-0.29,0.1,0.1,0.971,,,1.129,0.231,0.231,4.323,0.15,0.15,0.952,0.476,0.476,,,,,,,,,,0.098,0.021,0.021,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,14,38.58,43,22,5.1,13.56,12.12,0.0944,0.01,2454968.15286,0.00501,10.423118,8.7e-05,2014ApJ...784...45R,0.08
Kepler-393b,6189,100.0,100.0,-0.04,0.1,0.1,1.18,,,1.382,0.263,0.263,4.233,0.15,0.15,0.631,0.309,0.309,,,,,,,,,,0.115,0.022,0.022,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,23,58.86,45,11,32.0,13.3,11.99,0.181,0.01,2454967.04813,0.0056,9.182417,9.6e-05,2014ApJ...784...45R,0.63
Kepler-393c,6189,100.0,100.0,-0.04,0.1,0.1,1.18,,,1.382,0.263,0.263,4.233,0.15,0.15,0.631,0.309,0.309,,,,,,,,,,0.119,0.028,0.028,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,23,58.86,45,11,32.0,13.3,11.99,0.225,0.01,2454973.4124,0.00736,14.613612,0.000231,2014ApJ...784...45R,0.76
Kepler-394b,6402,200.0,200.0,-0.13,0.5,0.5,1.194,,,1.132,0.58,0.58,4.408,0.3,0.3,1.161,0.396,0.396,,,,,,,,,,0.143,0.073,0.073,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,45,12.47,50,40,20.4,14.91,13.38,0.1425,0.02,2454971.71069,0.00687,8.005013,9e-05,2014ApJ...784...45R,0.24
Kepler-394c,6402,200.0,200.0,-0.13,0.5,0.5,1.194,,,1.132,0.58,0.58,4.408,0.3,0.3,1.161,0.396,0.396,,,,,,,,,,0.148,0.077,0.077,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,45,12.47,50,40,20.4,14.91,13.38,0.1591,0.02,2454972.89729,0.00918,12.130686,0.00018,2014ApJ...784...45R,0.45
Kepler-395b,4262,100.0,100.0,-0.16,0.1,0.1,0.603,,,0.556,0.022,0.022,4.729,0.15,0.15,4.948,0.385,0.385,,,,,,,,,,0.092,0.007,0.007,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,34,2.66,45,8,11.7,16.59,12.94,0.0795,0.04,2454969.19136,0.00566,7.054346,7e-05,2014ApJ...784...45R,0.09
Kepler-395c,4262,100.0,100.0,-0.16,0.1,0.1,0.603,,,0.556,0.022,0.022,4.729,0.15,0.15,4.948,0.385,0.385,,,,,,,,,,0.118,0.008,0.008,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,34,2.66,45,8,11.7,16.59,12.94,0.1858,0.06,2454977.22265,0.00909,34.989262,0.000543,2014ApJ...784...45R,0.4
Kepler-396b,5579,100.0,100.0,0.1,0.1,0.1,0.979,,,0.986,0.157,0.157,4.444,0.15,0.15,1.441,0.448,0.448,,,,0.231,0.006,0.006,,0.25,0.0,0.286,0.045,0.045,,,,,,,536.0,78.0,78.0,2013ApJ...778..110M,2014ApJ...784...45R,KTEP,19,44,31.87,48,58,38.6,12.08,10.28,0.1923,0.11,2454995.51105,0.00106,42.990863,7.3e-05,2014ApJ...784...45R,
Kepler-396c,5579,100.0,100.0,0.1,0.1,0.1,0.979,,,0.986,0.157,0.157,4.444,0.15,0.15,1.441,0.448,0.448,,,,0.374,0.01,0.01,,0.057,0.0,0.439,0.07,0.07,,,,,,,425.0,60.0,60.0,2013ApJ...778..110M,2014ApJ...784...45R,KTEP,19,44,31.87,48,58,38.6,12.08,10.28,0.286,0.26,2455015.6423,0.00084,88.519806,0.00013,2014ApJ...784...45R,
Kepler-398b,4493,100.0,100.0,-0.07,0.1,0.1,0.668,,,0.613,0.028,0.028,4.689,0.15,0.15,4.093,0.397,0.397,,,,,,,,,,0.083,0.009,0.009,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,25,52.48,40,20,37.9,13.62,10.79,0.0953,0.02,2454966.85795,0.00176,4.081423,1.1e-05,2014ApJ...784...45R,0.87
Kepler-398c,4493,100.0,100.0,-0.07,0.1,0.1,0.668,,,0.613,0.028,0.028,4.689,0.15,0.15,4.093,0.397,0.397,,,,,,,,,,0.09,0.01,0.01,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,25,52.48,40,20,37.9,13.62,10.79,0.1392,0.02,2454975.11768,0.00271,11.419412,4.7e-05,2014ApJ...784...45R,0.9
Kepler-398d,4557,54.0,39.0,-0.06,0.11,0.09,0.72,0.02,0.19,0.67,0.02,0.02,4.64,0.01,0.01,,,,,,,,,,,,,0.09,0.006,0.003,,,,,,,636.0,,,2016ApJ...822...86M,2016ApJ...822...86M,KTEP,19,25,52.47,40,20,37.8,13.62,10.79,0.0947,0.02,2454969.86023,0.002,6.8344067,1.92e-05,2016ApJ...822...86M,
Kepler-399b,5502,200.0,200.0,-0.83,0.5,0.5,0.701,,,0.68,0.363,0.363,4.62,0.3,0.3,3.145,1.225,1.225,,,,,,,,,,0.086,0.045,0.045,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,58,0.42,40,40,14.9,14.67,12.69,0.1536,0.02,2454969.75198,0.00606,14.425281,0.000144,2014ApJ...784...45R,0.21
Kepler-399c,5502,200.0,200.0,-0.83,0.5,0.5,0.701,,,0.68,0.363,0.363,4.62,0.3,0.3,3.145,1.225,1.225,,,,,,,,,,0.128,0.069,0.069,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,58,0.42,40,40,14.9,14.67,12.69,0.1149,0.04,2454982.99908,0.0043,26.67569,0.000171,2014ApJ...784...45R,0.18
Kepler-399d,5502,200.0,200.0,-0.83,0.5,0.5,0.701,,,0.68,0.363,0.363,4.62,0.3,0.3,3.145,1.225,1.225,,,,,,,,,,0.169,0.09,0.09,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,58,0.42,40,40,14.9,14.67,12.69,0.2265,0.08,2454971.73323,0.00419,58.034616,0.000363,2014ApJ...784...45R,0.19
Kepler-400b,5886,100.0,100.0,0.01,0.1,0.1,1.047,,,1.145,0.208,0.208,4.35,0.15,0.15,0.984,0.416,0.416,,,,,,,,,,0.147,0.027,0.027,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,23,46.68,40,28,48.2,13.78,12.29,0.1303,0.02,2454966.53848,0.00239,9.024389,3.4e-05,2014ApJ...784...45R,0.01
Kepler-400c,5886,100.0,100.0,0.01,0.1,0.1,1.047,,,1.145,0.208,0.208,4.35,0.15,0.15,0.984,0.416,0.416,,,,,,,,,,0.133,0.025,0.025,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,23,46.68,40,28,48.2,13.78,12.29,0.1427,0.02,2454971.96655,0.00419,17.340824,0.0001,2014ApJ...784...45R,0.17
Kepler-401b,6117,100.0,100.0,-0.04,0.1,0.1,1.148,,,1.333,0.244,0.244,4.254,0.15,0.15,0.684,0.332,0.332,,,,,,,,,,0.153,0.036,0.036,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,20,19.86,50,51,48.5,13.43,11.98,0.3637,0.02,2454973.55968,0.01006,14.383035,0.000211,2014ApJ...784...45R,0.54
Kepler-401c,6117,100.0,100.0,-0.04,0.1,0.1,1.148,,,1.333,0.244,0.244,4.254,0.15,0.15,0.684,0.332,0.332,,,,,,,,,,0.192,0.036,0.036,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,20,19.86,50,51,48.5,13.43,11.98,0.4408,0.03,2455003.06041,0.00897,47.318218,0.000695,2014ApJ...784...45R,0.24
Kepler-401d,6184,88.0,72.0,0.02,0.08,0.09,1.17,0.07,0.05,1.29,0.22,0.13,4.28,0.09,0.11,,,,,,,,,,,,,0.229,0.039,0.038,,,,,,,380.0,,,2016ApJ...822...86M,2016ApJ...822...86M,KTEP,19,20,19.86,50,51,48.5,13.43,11.99,0.4975,0.03,2455088.2287,0.011,184.262741,0.003,2016ApJ...822...86M,
Kepler-402b,6090,120.0,120.0,-0.14,0.1,0.1,1.092,,,1.264,0.244,0.244,4.278,0.15,0.15,0.763,0.379,0.379,,,,,,,,,,0.109,0.021,0.021,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,13,28.86,43,21,16.6,13.35,11.99,0.1244,0.01,2454966.76902,0.0031,4.028751,1.9e-05,2014ApJ...784...45R,0.06
Kepler-402c,6090,120.0,120.0,-0.14,0.1,0.1,1.092,,,1.264,0.244,0.244,4.278,0.15,0.15,0.763,0.379,0.379,,,,,,,,,,0.139,0.031,0.031,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,13,28.86,43,21,16.6,13.35,11.99,0.1445,0.01,2454967.936,0.00285,6.124821,2.6e-05,2014ApJ...784...45R,0.59
Kepler-402d,6090,120.0,120.0,-0.14,0.1,0.1,1.092,,,1.264,0.244,0.244,4.278,0.15,0.15,0.763,0.379,0.379,,,,,,,,,,0.123,0.024,0.024,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,13,28.86,43,21,16.6,13.35,11.99,0.1599,0.01,2454970.49095,0.00423,8.921099,5.6e-05,2014ApJ...784...45R,0.11
Kepler-402e,6090,120.0,120.0,-0.14,0.1,0.1,1.092,,,1.264,0.244,0.244,4.278,0.15,0.15,0.763,0.379,0.379,,,,,,,,,,0.13,0.026,0.026,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,13,28.86,43,21,16.6,13.35,11.99,0.1747,0.01,2454969.31655,0.00355,11.242861,5.9e-05,2014ApJ...784...45R,0.21
Kepler-403b,6090,100.0,100.0,0.07,0.1,0.1,1.173,,,1.329,0.236,0.236,4.266,0.15,0.15,0.705,0.316,0.316,,,,,,,,,,0.112,0.02,0.02,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,19,41.15,46,44,40.4,12.89,11.53,0.2437,0.01,2454967.45161,0.00453,7.031462,5.1e-05,2014ApJ...784...45R,0.11
Kepler-403c,6090,100.0,100.0,0.07,0.1,0.1,1.173,,,1.329,0.236,0.236,4.266,0.15,0.15,0.705,0.316,0.316,,,,,,,,,,0.156,0.029,0.029,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,19,41.15,46,44,40.4,12.89,11.53,0.2239,0.02,2454973.7172,0.00648,54.280749,0.000562,2014ApJ...784...45R,0.53
Kepler-403d,6209,73.0,65.0,0.16,0.09,0.09,1.25,0.09,0.08,1.45,0.27,0.18,4.21,0.11,0.12,,,,,,,,,,,,,0.13,0.024,0.021,,,,,,,958.0,,,2016ApJ...822...86M,2016ApJ...822...86M,KTEP,19,19,41.14,46,44,40.4,12.89,11.54,0.3174,0.01,2454977.16808,0.004,13.6116502,8.5e-05,2016ApJ...822...86M,
Kepler-404b,5654,200.0,200.0,-0.01,0.5,0.5,0.992,,,0.884,0.331,0.331,4.543,0.3,0.3,2.027,0.697,0.697,,,,,,,,,,0.113,0.049,0.049,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,5,35.67,45,20,36.7,15.39,13.47,0.2348,0.02,2454970.61764,0.01179,11.829851,0.000209,2014ApJ...784...45R,0.56
Kepler-404c,5654,200.0,200.0,-0.01,0.5,0.5,0.992,,,0.884,0.331,0.331,4.543,0.3,0.3,2.027,0.697,0.697,,,,,,,,,,0.153,0.076,0.076,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,5,35.67,45,20,36.7,15.39,13.47,0.0486,0.03,2454970.1376,0.01059,14.751166,0.000261,2014ApJ...784...45R,0.85
Kepler-405b,5818,250.0,250.0,-0.13,0.5,0.5,0.996,,,0.893,0.425,0.425,4.536,0.3,0.3,1.973,0.639,0.639,,,,,,,,,,0.186,0.088,0.088,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,25,38.27,38,20,24.1,16.03,14.05,0.1474,0.05,2455196.73676,0.00454,10.613839,0.000111,2014ApJ...784...45R,0.45
Kepler-436c,4685,202.0,161.0,0.02,0.15,0.16,0.75,0.05,0.11,0.71,0.04,0.04,4.62,0.02,0.04,,,,,,,,,,,,,0.245,0.012,0.011,,,,,,,503.0,,,2016ApJ...822...86M,2016ApJ...822...86M,KTEP,20,6,52.98,44,24,43.4,16.24,13.33,0.1596,0.1,2454967.0417,0.005,16.7971626,9.55e-05,2016ApJ...822...86M,
Kepler-449b,5588,,,,,,0.969,0.053,0.053,1.467,0.033,0.033,,,,0.311,0.011,0.011,0.03,0.28,0.03,,,,,,,0.183,0.006,0.006,,,,,,,,,,2015ApJ...808..126V,2015ApJ...808..126V,KTEP,19,34,55.88,41,54,3.0,11.66,9.7,0.2637,0.012,2455008.022,0.002,12.58228,2.7e-05,2014ApJS..210...19B,
