,Planet,Teff,Teff_err_up,Teff_err_dn,[Fe/H],[Fe/H]_err_up,[Fe/H]_err_dn,M*,M*_err_up,M*_err_dn,R*,R*_err_up,R*_err_dn,logg*,logg*_err_up,logg*_err_dn,rho*,rho*_err_up,rho*_err_dn,e,e_err_up,e_err_dn,a (AU),a_err_up,a_err_dn,Mp,Mp_err_up,Mp_err_dn,Rp,Rp_err_up,Rp_err_dn,gp,gp_err_up,gp_err_dn,rhop,rhop_err_up,rhop_err_dn,Teq,Teq_err_up,Teq_err_dn,Discovery_Reference,Recent_Reference,Type,RA:HH,RA:MM,RA:SS,Dec:DD,Dec:MM,Dec:SS,Vmag,Kmag,T14,Depth,T0 (HJD or BJD),T0_err,P (day),P_err,Ephemeris_Reference,Impact Parameter,Depth_Calc,Bmag,Rmag,Imag,Kmag_Calc,Umag,Vmag_Calc,Hmag,Jmag,a_Calc,Teq_Calc,ScaleHeight_Prox,Previous Study Flag,a-a_Calc % Error,Rp/R*,a_Calc/R*,V-Vcalc,K-Kcalc,umag,gmag,rmag,imag,zmag,RISEmag,SPRAT_Redmag,SPRAT_Bluemag,600RI+19mag,HKmag,G750Mmag,GR01mag,Exposure Time for Half_Well,SNR (Half_Well),Cadence (Half_Well),Rank,Habitable_Rank,Multi_Transit_Rank,Multi_Transit_Habitable_Rank
1602,Kepler-276d,6105,200.0,200.0,0.01,0.5,0.5,1.129,,,1.046,0.485,0.485,4.453,0.3,0.3,1.392,0.413,0.413,,,,,,,,0.236,0.0,0.251,0.118,0.118,,,,,,,,,,2014ApJS..210...25X,2014ApJ...784...45R,KTEP,19,34,16.36,39,2,10.8,15.52,13.83,0.1303,0.07,2455005.1358,0.00919,48.648869,0.000877,2014ApJ...784...45R,0.910665772365188,0.0006080719366191,15.89325645924093,15.029256459240932,14.721256459240932,14.001256459240931,15.90725645924093,15.348743540759068,14.07174354075907,14.30874354075907,0.2715728372976811,577.7522474256165,,2.0,,0.0246591146763057,55.8287692406188,0.1712564592409311,-0.1712564592409311,14.9239494614439,15.917048852713028,15.248284984623602,15.126332459240931,15.105410179448189,14.133056706546457,15.029256459240932,15.52,14.532822941694995,13.950871770379536,15.52,13.899563080867516,3.0764789033678563,3.78466087572564,3384.3353068020497,14.740511349401714,0.025513550860396268,2.1133731009705103,0.003657922769469797
711,Kepler-1972b,581,27.0,27.0,0.23,0.01,0.01,1.12,0.03,0.03,1.384,0.05,0.05,4.2,0.04,0.04,0.422,0.05,0.05,0.067,0.071,0.04,,,,0.0064,0.0018,0.002,0.0715,0.0037,0.0037,,,,16.7,6.0,5.4,,,,arXiv:2201.11459,arXiv:2201.11459,TEP,19,13,34.87,39,52,21.5,11.23,9.79,0.08,0.003,2454944.8999,0.0084,7.54425,0.00054,arXiv:2201.11459,0.9208173022401884,2.818452954758684e-05,11.143716951160188,11.143716951160188,11.143716951160188,11.143716951160188,11.143716951160188,9.876283048839811,9.876283048839811,10.07628304883981,0.0781789630090688,117.87793589499424,,1.0,,0.0053089103917458,12.146669757173466,1.3537169511601892,-1.3537169511601892,9.74886515255897,11.25777642359075,11.254754525200418,11.472716951160187,11.648882754268996,10.604502977699838,11.143716951160188,11.23,10.750440909073914,9.833141524419904,11.23,9.76831301071814,2.4058757801522552,21.50981128135735,2602.5313576991734,14.635719366070356,0.12415995627127255,5.3285130986462965,0.04520365120231609
1883,Kepler-404c,5654,200.0,200.0,-0.01,0.5,0.5,0.992,,,0.884,0.331,0.331,4.543,0.3,0.3,2.027,0.697,0.697,,,,,,,,,,0.153,0.076,0.076,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,5,35.67,45,20,36.7,15.39,13.47,0.0486,0.03,2454970.1376,0.01059,14.751166,0.000261,2014ApJ...784...45R,0.85,0.0003163364366826,15.896209699879464,14.839209699879463,14.478209699879464,13.581209699879464,16.081209699879462,15.278790300120535,13.719790300120538,14.029790300120538,0.1173981647715005,748.1429375426951,,1.0,,0.0177858493382426,28.556991450884507,0.1112096998794633,-0.1112096998794633,15.29523243469241,15.84187154401005,15.074270710011646,14.896376699879465,14.841539912314698,13.881251422155218,14.839209699879463,15.39,14.323025168624108,13.59489515006027,15.39,13.744793325542922,3.068136779207469,4.4610527477600534,1265.4812864594849,14.5087560825086,0.01939302685949717,3.7776089994906967,0.005049314522567574
1480,Kepler-228b,6043,200.0,200.0,-0.07,0.5,0.5,1.097,,,1.014,0.465,0.465,4.467,0.3,0.3,1.484,0.447,0.447,,,,,,,,,,0.136,0.063,0.063,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,45,8.67,48,13,28.8,15.9,14.13,0.097,0.02,2455012.5536,0.0054,2.566546,2.6e-05,2014ApJ...784...45R,0.45,0.0001899646507051,16.259497457467234,15.395497457467233,15.087497457467231,14.367497457467232,16.273497457467233,15.662502542532769,14.38550254253277,14.62250254253277,0.0378362507037286,1508.5191313112823,,1.0,,0.0137827664387521,8.023679044688407,0.2374974574672315,-0.2374974574672315,15.166105884959942,16.309610821332416,15.618199636323482,15.492573457467232,15.471651177674488,14.499297704772756,15.395497457467233,15.9,14.899063939921296,14.257751271266386,15.9,14.268882150804904,3.081623998310277,3.2990570347149006,2515.529965041238,14.470674066426975,0.009592635430382855,9.03263030549171,0.0059877466039426905
1504,Kepler-238b,5751,100.0,100.0,0.3,0.1,0.1,1.161,,,1.43,0.264,0.264,4.194,0.15,0.15,0.56,0.311,0.311,,,,,,,,,,0.154,0.036,0.036,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,11,35.31,40,38,16.2,15.24,13.51,0.133,0.01,2454967.1647,0.00553,2.090876,2e-05,2014ApJ...784...45R,0.78,0.0001224729710415,15.721713300588943,14.708713300588943,14.358713300588944,13.507713300588945,15.854713300588944,15.242286699411055,13.751286699411056,14.044286699411057,0.03363329696634,1808.25620144678,,1.0,,0.0110667506993509,5.057510733552303,-0.0022866994110568,0.0022866994110568,15.089199293857428,15.674064756562297,14.938566849331696,14.774163300588944,14.726365373127804,13.7635808360329,14.708713300588943,15.24,14.19667783471837,13.63064334970553,15.24,13.605088073470569,3.069203480514591,4.3803906270900255,3462.0354152612745,14.463034382499059,0.007998332521092548,10.002194139761317,0.005531403200364302
1597,Kepler-275b,6165,100.0,100.0,-0.07,0.1,0.1,1.175,,,1.383,0.258,0.258,4.229,0.15,0.15,0.627,0.342,0.342,,,,,,,,,,0.209,0.04,0.04,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,29,55.13,38,30,53.7,15.4,13.95,0.207,0.03,2454975.73999,0.01185,10.300682,0.000254,2014ApJ...784...45R,0.57,0.0002411676761823,15.755659339808512,14.925659339808512,14.626659339808514,13.935659339808511,15.756659339808513,15.414340660191485,14.185340660191486,14.410340660191483,0.0977679387694009,1118.096374533848,,1.0,,0.0155295742434338,15.201193513413148,-0.0143406601914843,0.0143406601914861,14.773994834490177,15.782073022754828,15.14030829607964,15.029512339808514,15.01434912737328,14.03993722362058,14.925659339808512,15.4,14.432519863164154,14.067670330095742,15.4,13.788036604285043,3.078706735232244,3.5824831871234726,5372.897471171241,14.218992276133154,0.012717143709603097,4.430327468097093,0.003962384253275274
1508,Kepler-238f,5751,100.0,100.0,0.3,0.1,0.1,1.161,,,1.43,0.264,0.264,4.194,0.15,0.15,0.56,0.311,0.311,,,,,,,,0.178,0.0,0.246,0.046,0.046,,,,,,,,,,2014ApJS..210...25X,2014ApJ...784...45R,KTEP,19,11,35.31,40,38,16.2,15.24,13.51,0.312,0.04,2455011.52699,0.01318,50.44411,0.001105,2014ApJ...784...45R,0.6022028216440334,0.0003125136749684,15.721713300588943,14.708713300588943,14.358713300588944,13.507713300588945,15.854713300588944,15.242286699411055,13.751286699411056,14.044286699411057,0.2808175415061226,625.7956899729934,,2.0,,0.0176780563119502,42.22713377633919,-0.0022866994110568,0.0022866994110568,15.089199293857428,15.674064756562297,14.938566849331696,14.774163300588944,14.726365373127804,13.7635808360329,14.708713300588943,15.24,14.19667783471837,13.63064334970553,15.24,13.605088073470569,3.069203480514591,4.3803906270900255,8121.466538056523,14.200678939099866,0.022692196777054675,1.9994192846306045,0.0031950032840860425
1673,Kepler-308c,5895,200.0,200.0,-0.11,0.5,0.5,1.038,,,0.941,0.452,0.452,4.508,0.3,0.3,1.758,0.548,0.548,,,,,,,,,,0.193,0.093,0.093,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,43,8.44,40,26,22.4,16.01,14.18,0.1646,0.05,2454972.08277,0.00623,15.38231,0.000171,2014ApJ...784...45R,0.19,0.0004442283363951,16.41709457689965,15.47309457689965,15.141094576899649,14.35509457689965,16.48409457689965,15.834905423100352,14.444905423100352,14.711905423100353,0.1225612949826394,787.6535748417158,,1.0,,0.0210767249921599,28.00703449722725,0.1750945768996494,-0.1750945768996494,15.408622797627912,16.449194651290625,15.704448324867444,15.552098576899647,15.515818784153534,14.54894075663809,15.47309457689965,16.01,14.967792120079544,14.312452711550176,16.01,14.36274660399472,3.0823529995686054,3.224342642401838,4267.687127336467,14.12373650220957,0.017931406589562965,3.6011302262713585,0.004571972173166394
25,CoRoT-24b,4950,150.0,150.0,0.3,0.15,0.15,0.91,0.09,0.09,0.86,0.09,0.09,4.55,0.15,0.15,0.85,0.13,0.13,0.0,,,0.056,0.002,0.002,,0.018,0.0,0.33,0.04,0.04,,,,0.0,0.68,0.0,1070.0,140.0,140.0,2014A+A...567A.112A,2014A+A...567A.112A,TEP,6,47,41.41,-3,43,9.5,13.2,12.92,0.119,0.024,2454789.611,0.006,5.1134,0.0006,2014A+A...567A.112A,0.854807382,0.0015548978531876,13.999562270237863,12.619562270237864,12.177562270237864,10.951562270237863,14.599562270237865,15.168437729762134,13.112437729762137,13.544437729762135,0.0562894267413759,932.9842438687853,,1.0,-0.5141760329266678,0.0394321931064913,14.002093857617057,-1.968437729762135,1.968437729762135,14.653926064215892,13.678939647272829,12.862539144084357,12.615736270237864,12.50906787645548,11.567029910588577,12.619562270237864,13.2,12.072014267788584,13.016218864881068,13.2,11.556955218839946,3.048814429810751,5.728824204410494,3116.756100945588,14.02525466307189,0.01503268115752274,6.202344318937404,0.006647855373439405
464,Kepler-031d,6091,64.0,65.0,-0.08,0.05,0.05,1.12,0.06,0.06,1.42,0.23,0.19,4.18,0.11,0.11,0.645,0.406,0.406,,,,,,,,,,0.443,0.067,0.067,,,,,,,506.0,39.0,39.0,2014ApJ...784...45R,2017AJ....154..108J,TEP,19,36,5.52,45,51,11.1,15.35,13.87,0.3665,0.11,2454967.93828,0.00468,87.648901,0.000801,2014ApJ...784...45R,0.57,0.0010277835215204,15.729310420021358,14.86531042002136,14.55731042002136,13.83731042002136,15.743310420021356,15.38268957997864,14.10568957997864,14.34268957997864,0.4010299805006961,552.6849631648982,,2.0,,0.0320590630168823,60.72840929266365,-0.0326895799786406,0.0326895799786406,14.81460063509684,15.741521586520498,15.082722537875656,14.96238642002136,14.941464140228614,13.969110667326882,14.86531042002136,15.35,14.368876902475424,13.98784478998932,15.35,13.73425307620094,3.077248669789111,3.7160478390969724,9517.052418569918,13.987660289265062,0.0253085595257849,1.4940730732299303,0.002703299660396516
1791,Kepler-359b,6248,250.0,250.0,-0.04,0.5,0.5,1.151,,,1.086,0.503,0.503,4.429,0.3,0.3,1.268,0.449,0.449,,,,,,,,,,0.315,0.146,0.146,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,33,10.47,42,11,46.9,16.04,14.48,0.1785,0.11,2455208.28439,0.00369,25.563222,0.000202,2014ApJ...784...45R,0.21,0.0008884486744635,16.35199385675775,15.551993856757752,15.26299385675775,14.597993856757752,16.33999385675775,15.922006143242248,14.738006143242249,14.951006143242248,0.1779817007816988,744.2203736971309,,1.0,,0.0298068561653789,35.24105781675792,0.1179938567577512,-0.1179938567577512,15.105659597223491,16.43454960878017,15.770291497003432,15.66337685675775,15.654612608053087,14.677910274231884,15.551993856757752,16.04,15.06249414636872,14.609003071621125,16.04,14.413946528878585,3.0860928235556475,2.809988175069474,4622.8929516303515,13.836542596159383,0.018591996517674386,2.736653346842379,0.003677208315659593
1854,Kepler-389c,5376,250.0,250.0,-0.19,0.5,0.5,0.847,,,0.792,0.402,0.402,4.57,0.3,0.3,2.405,0.948,0.948,,,,,,,,,,0.13,0.067,0.067,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,27,50.4,44,54,0.1,16.0,13.89,0.1236,0.03,2454976.86026,0.01341,14.51143,0.000305,2014ApJ...784...45R,0.31,0.0002845163496825,16.580644936970597,15.380644936970596,14.983644936970595,13.942644936970597,16.938644936970597,15.947355063029406,14.173355063029405,14.538355063029403,0.1101643630693422,695.079667562899,,1.0,,0.0168676124476038,29.910202612214057,0.0526449369705943,-0.0526449369705943,16.035464112115847,16.514471172545846,15.634012738799449,15.410703936970595,15.332830879975775,14.380681900766104,15.380644936970596,16.0,14.850698036617455,14.031677531514704,16.0,14.314404677709764,3.0776231872327524,3.6822029590666623,3209.2095165620835,13.743653698188401,0.01977277474735616,3.6078385772234944,0.005190539654070683
1827,Kepler-375b,5826,200.0,200.0,-0.2,0.5,0.5,0.941,,,0.837,0.291,0.291,4.567,0.3,0.3,2.265,0.807,0.807,,,,,,,,,,0.129,0.045,0.045,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,14,28.3,48,5,54.3,15.86,14.08,0.1267,0.03,2454975.10445,0.00691,12.125934,0.000204,2014ApJ...784...45R,0.32,0.0002508415012394,16.272598177609126,15.328598177609129,14.996598177609126,14.210598177609128,16.339598177609126,15.729401822390871,14.339401822390872,14.606401822390872,0.1012231523266606,807.8422780817629,,1.0,,0.0158379765512984,26.00505692780172,0.1305981776091265,-0.1305981776091265,15.313760228221486,16.294169863842868,15.55848246418749,15.407602177609126,15.371322384863012,14.404444357347568,15.328598177609129,15.86,14.82329572078902,14.209700911195435,15.86,14.21704070762814,3.0808610097788343,3.3754839940407053,3286.501588586809,13.587623405023475,0.016819648802347348,3.9019877479705327,0.004830135601761124
1821,Kepler-372d,6509,200.0,200.0,-0.14,0.5,0.5,1.198,,,1.137,0.488,0.488,4.405,0.3,0.3,1.15,0.373,0.373,,,,,,,,,,0.151,0.065,0.065,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,25,1.49,49,15,32.2,14.98,13.55,0.3125,0.02,2454982.03083,0.01474,30.092568,0.00068,2014ApJ...784...45R,0.3,0.0001862532466694,15.259069421795058,14.569069421795056,14.315069421795055,13.742069421795057,15.230069421795058,14.787930578204945,13.762930578204944,13.935930578204944,0.2010936189957409,746.3261463643584,,1.0,,0.0136474630122037,38.0313055270413,0.1920694217950558,-0.1920694217950558,14.18926421158079,15.304179617901116,14.766787886175775,14.706807421795055,14.720439546147388,13.735693508439796,14.569069421795056,14.98,14.092141553185805,13.656465289102472,14.98,13.399752116639108,3.0702323003928695,4.301160197059451,8131.961127179325,13.301017621749537,0.01782199067598517,2.424684540971087,0.00324882700784725
1828,Kepler-375c,5826,200.0,200.0,-0.2,0.5,0.5,0.941,,,0.837,0.291,0.291,4.567,0.3,0.3,2.265,0.807,0.807,,,,,,,,,,0.236,0.086,0.086,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,14,28.3,48,5,54.3,15.86,14.08,0.1587,0.06,2454968.52342,0.00545,19.986326,0.000184,2014ApJ...784...45R,0.93,0.0008395449944735,16.272598177609126,15.328598177609129,14.996598177609126,14.210598177609128,16.339598177609126,15.729401822390871,14.339401822390872,14.606401822390872,0.141240214805328,683.8916833632085,,1.0,,0.0289749028380344,36.28576804893775,0.1305981776091265,-0.1305981776091265,15.313760228221486,16.294169863842868,15.55848246418749,15.407602177609126,15.371322384863012,14.404444357347568,15.328598177609129,15.86,14.82329572078902,14.209700911195435,15.86,14.21704070762814,3.0808610097788343,3.3754839940407053,4116.557238427202,13.11048102143091,0.01917040569488555,2.9325953572991668,0.004288099166343706
26,CoRoT-24c,4950,150.0,150.0,0.3,0.15,0.15,0.91,0.09,0.09,0.86,0.09,0.09,4.55,0.15,0.15,0.85,0.13,0.13,0.0,,,0.098,0.003,0.003,0.088,0.035,0.035,0.44,0.04,0.04,,,,0.98,0.38,0.3,850.0,80.0,80.0,2014A+A...567A.112A,2014A+A...567A.112A,TEP,6,47,41.41,-3,43,9.5,13.2,12.92,0.2,0.013,2454795.38,0.027,11.7594,0.0063,2014A+A...567A.112A,0.427647909,0.0027642628501113,13.999562270237863,12.619562270237864,12.177562270237864,10.951562270237863,14.599562270237865,15.168437729762134,13.112437729762137,13.544437729762135,0.0980717119746274,706.8314161231378,,1.0,-0.0731219769529638,0.0525762574753218,24.503664250829846,-1.968437729762135,1.968437729762135,14.653926064215892,13.678939647272829,12.862539144084357,12.615736270237864,12.50906787645548,11.567029910588577,12.619562270237864,13.2,12.072014267788584,13.016218864881068,13.2,11.556955218839946,3.048814429810751,5.728824204410494,5238.245547807711,13.004832350531798,0.018398775229688163,3.792382870604822,0.005365328682481971
712,Kepler-1972c,581,27.0,27.0,0.23,0.01,0.01,1.12,0.03,0.03,1.384,0.05,0.05,4.2,0.04,0.04,0.422,0.05,0.05,0.043,0.046,0.028,,,,0.0066,0.0019,0.002,0.0774,0.0045,0.0045,,,,13.8,4.9,4.4,,,,arXiv:2201.11459,arXiv:2201.11459,TEP,19,13,34.87,39,52,21.5,11.23,9.79,0.07,0.003,2454952.8,0.013,11.3295,0.0011,arXiv:2201.11459,0.957228444494077,3.302787466037485e-05,11.143716951160188,11.143716951160188,11.143716951160188,11.143716951160188,11.143716951160188,9.876283048839811,9.876283048839811,10.07628304883981,0.1025226178263686,102.9360814942753,,1.0,,0.0057469883121835,15.928944737132774,1.3537169511601892,-1.3537169511601892,9.74886515255897,11.25777642359075,11.254754525200418,11.472716951160187,11.648882754268996,10.604502977699838,11.143716951160188,11.23,10.750440909073914,9.833141524419904,11.23,9.76831301071814,2.4058757801522552,21.50981128135735,2277.214937986777,12.952192470979075,0.1258275260040805,3.848025289410609,0.03738266731694672
1819,Kepler-372b,6509,200.0,200.0,-0.14,0.5,0.5,1.198,,,1.137,0.488,0.488,4.405,0.3,0.3,1.15,0.373,0.373,,,,,,,,,,0.121,0.053,0.053,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,25,1.49,49,15,32.2,14.98,13.55,0.1717,0.01,2454967.68069,0.01274,6.849692,0.000134,2014ApJ...784...45R,0.2,0.0001195971134813,15.259069421795058,14.569069421795056,14.315069421795055,13.742069421795057,15.230069421795058,14.787930578204945,13.762930578204944,13.935930578204944,0.0749674638166043,1222.3382224892227,,1.0,,0.0109360465197129,14.178025813226226,0.1920694217950558,-0.1920694217950558,14.18926421158079,15.304179617901116,14.766787886175775,14.706807421795055,14.720439546147388,13.735693508439796,14.569069421795056,14.98,14.092141553185805,13.656465289102472,14.98,13.399752116639108,3.0702323003928695,4.301160197059451,4468.024721717407,12.552407528636,0.010269176973844218,4.796136213541946,0.003923739048080231
1792,Kepler-359c,6248,250.0,250.0,-0.04,0.5,0.5,1.151,,,1.086,0.503,0.503,4.429,0.3,0.3,1.268,0.449,0.449,,,,,,,,,,0.384,0.178,0.178,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,33,10.47,42,11,46.9,16.04,14.48,0.1734,0.16,2454972.94136,0.00667,57.68802,0.000545,2014ApJ...784...45R,0.06,0.0013203032274296,16.35199385675775,15.551993856757752,15.26299385675775,14.597993856757752,16.33999385675775,15.922006143242248,14.738006143242249,14.951006143242248,0.3062118877688191,567.3854673721283,,1.0,,0.0363359770397,60.63112552382777,0.1179938567577512,-0.1179938567577512,15.105659597223491,16.43454960878017,15.770291497003432,15.66337685675775,15.654612608053087,14.677910274231884,15.551993856757752,16.04,15.06249414636872,14.609003071621125,16.04,14.413946528878585,3.0860928235556475,2.809988175069474,4490.810295869484,12.528170005051242,0.02208052677675379,1.6494715205127761,0.0029071444641548165
1634,Kepler-291c,6002,200.0,200.0,0.07,0.5,0.5,1.116,,,1.016,0.441,0.441,4.472,0.3,0.3,1.501,0.45,0.45,,,,,,,,,,0.168,0.073,0.073,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,11,39.92,42,26,14.3,16.08,14.15,0.0686,0.03,2454965.68674,0.00483,5.700786,5.5e-05,2014ApJ...784...45R,0.57,0.0002887367303525,16.432893136615853,15.568893136615856,15.260893136615856,14.540893136615855,16.446893136615852,15.689106863384144,14.412106863384144,14.649106863384144,0.0647815110879064,1146.1741404222066,,1.0,,0.0169922550108144,13.71073619766536,0.3908931366158548,-0.3908931366158548,15.27994096824762,16.49564056626972,15.793358669139424,15.665969136615857,15.645046856823113,14.672693383921375,15.568893136615856,16.08,15.07245961906992,14.281053431692072,16.08,14.443744573362649,3.081919591867279,3.2689678686582586,1778.8664571819272,12.009349517826772,0.010477770431466015,5.0298162009464304,0.004388352540473159
673,Kepler-443b,4723,100.0,100.0,-0.01,0.1,0.1,0.738,0.033,0.029,0.706,0.028,0.024,4.614,0.016,0.029,2.1,0.17,0.18,0.11,0.15,0.11,0.495,0.186,0.075,,,,0.208,0.017,0.02,,,,,,,,,,2015ApJ...800...99T,2015ApJ...800...99T,TEP,19,14,26.53,49,58,7.1,16.18,13.81,0.373,0.09,2455630.246,0.0076,177.6693,0.0031,2015ApJ...800...99T,0.26,0.0009166175210703,17.07704061611922,15.33704061611922,14.78704061611922,13.24404061611922,18.08104061611922,16.74595938388078,14.13795938388078,14.68195938388078,0.5589421979428877,255.9588467464216,,1.0,-11.439858750729224,0.0302756919172855,150.76617146872675,-0.5659593838807808,0.5659593838807808,17.06101448111783,16.89862191748315,15.650110771615388,15.25189061611922,15.07611341404668,14.15805365625132,15.33704061611922,16.18,14.745422939312093,13.97397969194039,16.18,14.331315839678677,3.0760834037572375,3.819434382502104,9689.23387898068,11.946522649325148,0.046673607109820145,0.896262684568587,0.003501589009175816
