Planet,Teff,Teff_err_up,Teff_err_dn,[Fe/H],[Fe/H]_err_up,[Fe/H]_err_dn,M*,M*_err_up,M*_err_dn,R*,R*_err_up,R*_err_dn,logg*,logg*_err_up,logg*_err_dn,rho*,rho*_err_up,rho*_err_dn,e,e_err_up,e_err_dn,a (AU),a_err_up,a_err_dn,Mp,Mp_err_up,Mp_err_dn,Rp,Rp_err_up,Rp_err_dn,gp,gp_err_up,gp_err_dn,rhop,rhop_err_up,rhop_err_dn,Teq,Teq_err_up,Teq_err_dn,Discovery_Reference,Recent_Reference,Type,RA:HH,RA:MM,RA:SS,Dec:DD,Dec:MM,Dec:SS,Vmag,Kmag,T14,Depth,T0 (HJD or BJD),T0_err,P (day),P_err,Ephemeris_Reference,Impact Parameter,Depth_Calc,Bmag,Rmag,Imag,Kmag_Calc
TOI-2257,3430,130.0,130.0,-0.27,0.37,0.37,0.328,0.021,0.019,0.313,0.015,0.015,4.971,0.05,0.05,11.2,1.8,1.8,0.5,0.22,0.13,0.145,0.003,0.003,0.018,0.013,0.007,0.196,0.01,0.01,,,,,,,256.0,61.0,17.0,arXiv:2111.01749,xxx211101749xxx2111,TEP,12,58,57.67,77,39,41.6,15.21,10.67,0.1602,0.4,2459007.9795,0.001,35.189346,9e-05,arXiv:2111.01749,0.374,0.004140896296564689,16.586814020730838,13.963814020730839,12.62281402073084,10.44281402073084
TOI-2285,3491,58.0,58.0,-0.05,0.12,0.12,0.454,0.01,0.01,0.464,0.013,0.013,,,,,,,0.3,0.1,0.09,0.1363,0.001,0.001,,0.061,0.0,0.155,0.007,0.007,,,,,,,284.0,6.0,6.0,arXiv:2110.10215,arXiv:2110.10215,TEP,22,10,15.19,58,42,21.9,13.4,9.03,0.12,0.1,2458747.1815,0.0019,27.26955,0.00012,arXiv:2110.10215,0.49,0.0011784151625690625,14.820857229244593,12.257857229244593,10.992857229244594,8.868857229244593
TOI-2337,4780,100.0,100.0,0.39,0.06,0.06,1.33,0.12,0.12,3.22,0.062,0.062,3.5,0.06,0.06,0.039,0.005,0.005,0.019,0.017,0.017,,,,1.6,0.15,0.15,0.9,0.1,0.1,,,,,,,,,,arXiv:2201.04140,arXiv:2201.04140,TEP,19,22,28.77,60,51,14.1,12.52,9.68,0.32,0.1,2458793.828,0.003,2.99432,8e-05,arXiv:2201.04140,0.52,0.0008249814096581212,13.423716951160188,11.889716951160187,11.408716951160187,10.023716951160187
TOI-2406,3100,75.0,75.0,-0.38,0.07,0.07,0.162,0.008,0.008,0.202,0.011,0.011,5.037,0.053,0.051,19.6,3.8,3.0,0.26,0.27,0.12,0.0228,0.0016,0.0016,,,,0.262,0.015,0.014,,,,,,,447.0,15.0,15.0,arXiv:2107.14125,arXiv:2107.14125,TEP,0,35,13.22,-3,22,14.3,17.02,11.89,0.054,2.0,2459115.97547,0.00027,3.0766896,6.5e-06,arXiv:2107.14125,0.156733907,0.01776522574175121,18.506220452146135,15.441220452146133,13.713220452146134,11.146220452146133
TOI-2445,3306,50.0,50.0,-0.33,0.07,0.07,0.2448,0.0056,0.0056,0.2699,0.0078,0.0078,4.96,0.03,0.03,12.5,1.1,1.1,0.0,,,0.00632,0.00044,0.00047,,0.12,0.0,0.135,0.106,0.023,,,,,,,1332.0,61.0,57.0,arXiv:2201.13274,arXiv:2201.13274,TEP,2,53,15.88,0,3,8.4,15.69,10.78,0.0229,0.2,2458411.21989,0.00081,0.3711286,4e-07,arXiv:2201.13274,0.27,0.0026419990343703593,17.107202498460502,14.327202498460503,12.825202498460502,10.505202498460502
TOI-2669,4800,100.0,100.0,0.1,0.06,0.06,1.19,0.16,0.16,4.1,0.04,0.04,3.29,0.07,0.07,0.018,0.003,0.003,0.09,0.05,0.05,,,,0.61,0.19,0.19,1.76,0.16,0.16,,,,,,,,,,arXiv:2201.04140,arXiv:2201.04140,TEP,8,58,53.43,-13,18,45.3,10.92,8.49,0.3,0.15,2458521.598,0.009,6.2034,0.0001,arXiv:2201.04140,0.86,0.0019459358038713564,11.823716951160188,10.289716951160187,9.808716951160187,8.423716951160188
TOI-3362,6352,88.0,86.0,0.017,0.057,0.049,1.445,0.069,0.073,1.83,0.055,0.053,4.072,0.032,0.034,0.235,0.025,0.023,0.815,0.023,0.032,0.153,0.002,0.003,5.03,0.67,0.65,1.142,0.043,0.041,,,,,,,,,,arXiv:2109.03771,arXiv:2109.03771,TEP,10,23,56.24,-56,50,35.4,10.82,9.69,0.12,0.4,2458529.325,0.001,18.09547,3e-05,arXiv:2109.03771,0.27,0.004112452691917375,11.217716951160188,10.457716951160188,10.180716951160187,9.548716951160188
TOI-3629,3870,90.0,90.0,0.4,0.1,0.1,0.63,0.02,0.02,0.6,0.02,0.01,4.67,0.05,0.05,2.8,0.1,0.1,0.05,0.05,0.04,0.043,0.002,0.002,0.26,0.02,0.02,0.74,0.02,0.02,12.3,1.8,1.8,0.6,0.08,0.08,690.0,20.0,20.0,arXiv:2201.09963,arXiv:2201.09963,TEP,23,59,10.42,39,18,51.3,14.63,10.52,0.0917,2.0,2458784.256,0.001,3.936551,6e-06,arXiv:2201.09963,0.2,0.016063191073215494,15.903727703426862,13.581727703426862,12.675727703426862,10.746727703426862
TOI-3714,3660,90.0,90.0,0.1,0.1,0.1,0.53,0.02,0.02,0.51,0.01,0.01,4.75,0.05,0.05,4.1,0.3,0.2,0.03,0.03,0.02,0.027,0.001,0.001,0.7,0.03,0.03,1.01,0.03,0.03,17.8,1.7,1.6,0.64,0.06,0.06,750.0,20.0,20.0,arXiv:2201.09963,arXiv:2201.09963,TEP,4,38,12.56,39,27,28.8,15.24,10.85,0.0692,5.0,2458840.5093,0.0004,2.154849,1e-06,arXiv:2201.09963,0.26,0.04141648922580604,16.55771330058894,14.093713300588943,12.982713300588943,10.951713300588944
TOI-4329,6000,100.0,100.0,0.29,0.06,0.06,1.538,0.049,0.049,2.31,0.03,0.03,3.9,0.03,0.03,0.127,0.006,0.006,0.068,0.079,0.079,,,,0.45,0.09,0.09,1.5,0.19,0.19,,,,,,,,,,arXiv:2201.04140,arXiv:2201.04140,TEP,21,58,15.34,71,7,53.8,12.72,10.63,0.24,0.4,2458765.068,0.002,2.9223,0.00015,arXiv:2201.04140,0.24,0.004452761613194024,13.185716951160188,12.32171695116019,12.01371695116019,11.293716951160189
TRAPPIST-1b,2557,47.0,47.0,0.04,0.08,0.08,0.0898,0.0023,0.0023,0.1234,0.0033,0.0033,,,,47.98,3.9,3.9,0.0,0.081,0.0,0.0115,0.00028,0.00025,0.0032,0.0004,0.0005,0.1,0.0029,0.0028,7.97,1.0,1.0,3.99,0.5,0.5,391.8,5.5,5.5,2016Natur.533..221G,arXiv:2006.13826,TEP,23,6,29.28,-5,2,28.5,18.8,10.3,0.02513,0.7,2457322.514193,3e-06,1.51088432,1.5e-07,arXiv:2006.13826,0.21,0.006934905816723721,20.670727603703327,16.34072760370333,13.94072760370333,10.05072760370333
TRAPPIST-1c,2557,47.0,47.0,0.04,0.08,0.08,0.0898,0.0023,0.0023,0.1234,0.0033,0.0033,,,,47.98,3.9,3.9,0.0,0.083,0.0,0.01576,0.00038,0.00034,0.0036,0.0004,0.0004,0.0977,0.0028,0.0027,9.48,0.85,0.85,4.85,0.43,0.43,334.8,4.7,4.7,2016Natur.533..221G,arXiv:2006.13826,TEP,23,6,29.28,-5,2,28.5,18.8,10.3,0.02938,0.64,2457282.811387,4e-06,2.42179346,2.3e-07,arXiv:2006.13826,0.25,0.006619568714331476,20.670727603703327,16.34072760370333,13.94072760370333,10.05072760370333
TRAPPIST-1d,2557,47.0,47.0,0.04,0.08,0.08,0.0898,0.0023,0.0023,0.1234,0.0033,0.0033,,,,47.98,3.9,3.9,0.0,0.07,0.0,0.02219,0.00053,0.00048,0.0009,0.0001,0.0001,0.0699,0.0021,0.0021,4.74,0.47,0.47,3.38,0.34,0.34,282.1,4.0,4.0,2017Natur.542..456G,arXiv:2006.13826,TEP,23,6,29.28,-5,2,28.5,18.8,10.3,0.03426,0.39,2457670.146301,1.8e-05,4.04978035,2.66e-06,arXiv:2006.13826,0.24,0.0033884019169570265,20.670727603703327,16.34072760370333,13.94072760370333,10.05072760370333
TRAPPIST-1e,2557,47.0,47.0,0.04,0.08,0.08,0.0898,0.0023,0.0023,0.1234,0.0033,0.0033,,,,47.98,3.9,3.9,0.0,0.085,0.0,0.02916,0.0007,0.00063,0.0024,0.0002,0.0002,0.0812,0.0024,0.0023,9.12,0.62,0.62,5.63,0.38,0.38,246.1,3.5,3.5,2017Natur.542..456G,arXiv:2006.13826,TEP,23,6,29.28,-5,2,28.5,18.8,10.3,0.03883,0.55,2457660.367662,1.4e-05,6.09956479,1.78e-06,arXiv:2006.13826,0.12,0.004572488540821885,20.670727603703327,16.34072760370333,13.94072760370333,10.05072760370333
TRAPPIST-1f,2557,47.0,47.0,0.04,0.08,0.08,0.0898,0.0023,0.0023,0.1234,0.0033,0.0033,,,,47.98,3.9,3.9,0.0,0.063,0.0,0.03836,0.00092,0.00084,0.0029,0.0002,0.0003,0.0933,0.0027,0.0026,8.37,0.38,0.38,4.48,0.2,0.2,214.5,3.0,3.0,2017Natur.542..456G,arXiv:2006.13826,TEP,23,6,29.28,-5,2,28.5,18.8,10.3,0.04385,0.76,2457671.37373,1.6e-05,9.20659399,2.12e-06,arXiv:2006.13826,0.382,0.006036759229494015,20.670727603703327,16.34072760370333,13.94072760370333,10.05072760370333
TRAPPIST-1g,2557,47.0,47.0,0.04,0.08,0.08,0.0898,0.0023,0.0023,0.1234,0.0033,0.0033,,,,47.98,3.9,3.9,0.0,0.061,0.0,0.0467,0.0011,0.0011,0.0036,0.0003,0.0003,0.1024,0.0029,0.0029,8.54,0.38,0.38,4.17,0.18,0.18,194.5,2.7,2.7,2017Natur.542..456G,arXiv:2006.13826,TEP,23,6,29.28,-5,2,28.5,18.8,10.3,0.04759,0.76,2457665.362844,2.1e-05,12.3535557,3.41e-06,arXiv:2006.13826,0.421,0.007271775801676892,20.670727603703327,16.34072760370333,13.94072760370333,10.05072760370333
TRAPPIST-1h,2557,47.0,47.0,0.04,0.08,0.08,0.0898,0.0023,0.0023,0.1234,0.0033,0.0033,,,,47.98,3.9,3.9,0.0,,,0.0617,0.0015,0.0013,0.001,0.0002,0.0002,0.069,0.0024,0.0023,5.44,0.75,0.75,3.95,0.56,0.56,169.2,2.4,2.4,2017NatAs...1E.129L,arXiv:2006.13826,TEP,23,6,29.28,-5,2,28.5,18.8,10.3,0.05342,0.35,2457662.574149,9.1e-05,18.7672745,1.876e-05,arXiv:2006.13826,0.45,0.0033017086593421638,20.670727603703327,16.34072760370333,13.94072760370333,10.05072760370333
TrES-1,5226,50.0,50.0,0.06,0.05,0.05,0.892,0.049,0.049,0.818,0.021,0.021,4.563,0.02,0.02,1.632,0.092,0.092,0.0,,,0.03946,0.00072,0.00072,0.761,0.051,0.051,1.099,0.035,0.035,15.6,1.2,1.2,0.57,0.06,0.06,1147.0,15.0,15.0,2004ApJ...613L.153A,2010MNRAS.408.1689S,TEP,19,4,9.84,36,37,57.5,11.79,9.82,0.104,2.2,2455016.969937,7e-05,3.03006973,1.8e-07,2015MNRAS.450.3101B,0.0,0.019061613709920752,12.519716951160188,11.260716951160187,10.850716951160187,9.750716951160188
TrES-2,5850,50.0,50.0,-0.15,0.1,0.1,0.991,0.057,0.057,0.964,0.018,0.018,4.466,0.009,0.009,1.105,0.011,0.011,0.0,,,0.03567,0.00067,0.00067,1.206,0.049,0.049,1.193,0.023,0.023,21.02,0.31,0.31,0.665,0.015,0.015,1466.0,12.0,12.0,2006ApJ...651L..61O,2011MNRAS.417.2166S,TEP,19,7,14.04,49,18,59.0,11.41,9.85,0.07451,1.5,2453957.635499,1.3e-05,2.47061337,1.9e-07,2014MNRAS.444.1351R,0.854,0.01617326513612984,11.927716951160187,10.983716951160188,10.651716951160187,9.865716951160188
TrES-3,5650,75.0,75.0,-0.19,0.08,0.08,0.921,0.019,0.019,0.8235,0.011,0.011,4.571,0.007,0.007,1.648,0.041,0.041,0.0,,,0.02276,0.00016,0.00016,1.899,0.062,0.062,1.31,0.019,0.019,27.4,1.1,1.1,0.79,0.04,0.04,1638.0,22.0,22.0,2007ApJ...663L..37O,2011MNRAS.417.2166S,TEP,17,52,7.03,37,32,46.1,12.5,10.61,0.05492,2.7,2455591.367536,5.7e-05,1.30618635,6e-07,arXiv:2106.02610,0.84,0.026723065180658784,13.093716951160188,12.036716951160187,11.675716951160188,10.778716951160188
TrES-4,6295,65.0,65.0,0.28,0.09,0.09,1.45,0.05,0.05,1.81,0.08,0.08,4.09,0.03,0.03,0.246,0.03,0.022,0.0,0.016,0.0,0.0516,0.0005,0.0005,0.494,0.035,0.035,1.838,0.081,0.09,2.82,0.34,0.31,0.075,0.012,0.01,1795.0,35.0,39.0,2007ApJ...667L.195M,2015A+A...575L..15S,TEP,17,53,13.06,37,12,42.4,11.59,10.33,0.1524,1.1,2454230.9056,0.0003,3.55392771,4.7e-07,2015A+A...575L..15S,0.755,0.010889420059191204,11.987716951160188,11.227716951160188,10.950716951160187,10.318716951160187
TrES-5,5171,36.0,36.0,0.2,0.08,0.08,0.901,0.03,0.03,0.868,0.013,0.013,4.517,0.012,0.012,1.381,0.051,0.051,0.0,,,0.02446,0.00068,0.00068,1.79,0.068,0.068,1.194,0.015,0.015,31.1,1.0,1.0,0.983,0.039,0.039,1480.0,13.0,13.0,2011ApJ...741..114M,2015MNRAS.448.2546B,TEP,20,20,53.24,59,26,55.6,13.72,11.59,0.075,2.2,2455443.25371,0.00011,1.4822465,5e-08,arXiv:2110.14294,0.579,0.019982052234070874,14.454299667754686,13.147299667754686,12.724299667754686,11.573299667754686
V1298_Tau_b,4970,120.0,120.0,0.1,0.15,0.15,1.1,0.05,0.05,1.305,0.07,0.07,4.246,0.034,0.034,0.494,0.053,0.053,0.087,0.216,0.062,0.1688,0.0026,0.0026,0.64,0.19,0.19,0.904,0.053,0.048,,,,0.9,0.34,0.34,677.0,22.0,22.0,arXiv:1902.09670,arXiv:2111.09193,TEP,4,5,19.59,20,9,25.6,10.12,8.09,0.2661,0.4,2459481.0913,0.0014,24.1382,0.0021,arXiv:2111.08660,,0.005067417936079425,10.926716951160188,9.546716951160187,9.104716951160187,7.878716951160188
V1298_Tau_c,4970,120.0,120.0,0.1,0.15,0.15,1.1,0.05,0.05,1.305,0.07,0.07,4.246,0.034,0.034,0.494,0.053,0.053,0.0,0.43,0.0,0.0825,0.0013,0.0013,,,,0.499,0.032,0.029,,,,,,,968.0,31.0,31.0,arXiv:1910.04563,arXiv:1910.04563,TEP,4,5,19.59,20,9,25.6,10.12,8.09,0.194,0.15,2459481.1576,0.0038,8.2479,0.0018,arXiv:2111.08660,,0.0015440130069672073,10.926716951160188,9.546716951160187,9.104716951160187,7.878716951160188
V1298_Tau_d,4970,120.0,120.0,0.1,0.15,0.15,1.1,0.05,0.05,1.305,0.07,0.07,4.246,0.034,0.034,0.494,0.053,0.053,0.0,0.21,0.0,0.1083,0.0016,0.0016,,,,0.572,0.04,0.035,,,,,,,845.0,27.0,27.0,arXiv:1910.04563,arXiv:1910.04563,TEP,4,5,19.59,20,9,25.6,10.12,8.09,0.233,0.2,2459478.4111,0.0022,12.403,0.0018,arXiv:2111.08660,,0.0020288125416024773,10.926716951160188,9.546716951160187,9.104716951160187,7.878716951160188
V1298_Tau_e,4970,120.0,120.0,0.1,0.15,0.15,1.1,0.05,0.05,1.305,0.07,0.07,4.246,0.034,0.034,0.494,0.053,0.053,0.1,0.09,0.09,0.2409,0.0083,0.0083,1.16,0.3,0.3,0.735,0.072,0.072,,,,2.7,1.2,1.2,,,,arXiv:2111.09193,arXiv:2111.09193,TEP,4,5,19.59,20,9,25.6,10.12,8.09,0.31,0.4,2457096.6226,0.0031,40.2,1.0,arXiv:2111.09193,,0.0033498436821091464,10.926716951160188,9.546716951160187,9.104716951160187,7.878716951160188
WASP-001,6160,64.0,64.0,0.14,0.07,0.07,1.24,0.05,0.07,1.47,0.022,0.032,4.195,0.01,0.017,0.389,0.007,0.012,0.0,,,0.03889,0.00053,0.00073,0.854,0.057,0.052,1.483,0.024,0.034,9.8,0.8,0.9,0.262,0.022,0.024,1830.0,33.0,49.0,2007MNRAS.375..951C,2014AcA....64...27M,TEP,0,20,40.08,31,59,23.8,11.31,10.28,0.155,1.2,2453912.51504,0.00035,2.51994529,5e-08,2016MNRAS.459..789T,0.132877,0.010747773840343807,11.753716951160188,10.923716951160188,10.624716951160188,9.933716951160187
WASP-002,5170,60.0,60.0,0.04,0.05,0.05,0.843,0.038,0.038,0.821,0.014,0.014,4.536,0.015,0.015,1.524,0.067,0.067,0.0,,,0.0308,0.0004,0.0004,0.892,0.03,0.03,1.06,0.025,0.025,19.7,0.78,0.78,0.701,0.041,0.041,1286.0,17.0,17.0,2007MNRAS.375..951C,arXiv:2001.08225,TEP,20,30,54.13,6,25,46.4,11.98,9.63,0.07372,2.0,2456823.839482,6.2e-05,2.15222214,0.0,arXiv:2203.00299,0.737,0.017603389682324555,12.740716951160188,11.433716951160187,11.01071695116019,9.85971695116019
WASP-003,6340,90.0,90.0,0.161,0.063,0.063,1.11,0.08,0.06,1.298,0.053,0.044,4.26,0.04,0.04,0.506,0.026,0.025,0.0,,,0.0305,0.0008,0.0006,1.77,0.11,0.09,1.346,0.063,0.063,24.0,2.0,2.0,0.73,0.15,0.14,2020.0,35.0,35.0,2008MNRAS.385.1576P,2013AJ....146..147M,TEP,18,34,31.62,35,39,41.5,10.64,9.36,0.1162,1.3,2455362.762292,9.3e-05,1.8468351,2e-07,arXiv:2106.02610,0.448,0.011355640145982815,11.037716951160188,10.277716951160189,10.000716951160188,9.368716951160188
WASP-004,5540,55.0,55.0,-0.03,0.09,0.09,0.927,0.055,0.055,0.91,0.018,0.018,4.487,0.01,0.01,1.23,0.022,0.022,0.0,,,0.02318,0.00046,0.00046,1.249,0.052,0.052,1.364,0.028,0.028,16.64,0.33,0.33,0.46,0.015,0.015,1673.0,17.0,17.0,2008ApJ...675L.113W,2012MNRAS.426.1291S,TEP,23,34,15.06,-42,3,41.1,12.46,10.75,0.08994,2.9,2456505.748953,2e-05,1.33823142,2e-08,2019MNRAS.490.4230S,0.051,0.02372558025103963,13.086716951160188,11.980716951160188,11.607716951160189,10.661716951160189
WASP-005,5770,65.0,65.0,0.09,0.09,0.09,1.033,0.049,0.049,1.088,0.04,0.04,4.379,0.03,0.03,0.801,0.08,0.08,0.0,,,0.0274,0.00044,0.00044,1.595,0.052,0.052,1.175,0.055,0.055,28.6,2.6,2.6,0.92,0.12,0.12,1753.0,35.0,35.0,2008MNRAS.387L...4A,2012MNRAS.426.1291S,TEP,23,57,23.74,-41,16,37.5,12.14,10.6,0.0988,1.4,2456446.98868,0.00017,1.62842953,5.2e-07,2015MNRAS.450.3101B,0.37,0.012316543049557555,12.703716951160189,11.690716951160189,11.34071695116019,10.489716951160188
WASP-006,5375,65.0,65.0,-0.2,0.09,0.09,0.836,0.067,0.067,0.864,0.025,0.025,4.487,0.017,0.017,1.296,0.053,0.053,0.054,0.018,0.014,0.0414,0.0011,0.0011,0.485,0.028,0.028,1.23,0.037,0.037,7.96,0.3,0.3,0.244,0.015,0.015,1184.0,16.0,16.0,2009A+A...501..785G,2015MNRAS.450.1760T,TEP,23,12,37.75,-22,40,26.1,12.16,10.32,0.1086,2.2,2454425.0218,0.00011,3.36100208,3.1e-07,2015MNRAS.450.1760T,0.26,0.021401963772848472,12.850716951160187,11.650716951160188,11.253716951160188,10.212716951160187
WASP-007,6520,70.0,70.0,0.0,0.1,0.1,1.317,0.072,0.072,1.478,0.088,0.088,4.218,0.048,0.048,0.408,0.068,0.068,0.0,,,0.0624,0.0011,0.0011,0.98,0.13,0.13,1.374,0.094,0.094,12.9,2.4,2.4,0.353,0.087,0.087,1530.0,45.0,45.0,2009ApJ...690L..89H,2012MNRAS.426.1291S,TEP,20,44,10.22,-39,13,30.9,9.48,8.4,0.172,1.0,2455446.63493,0.0003,4.9546416,3.5e-06,2010MNRAS.408.1680S,0.08,0.009126315617419858,9.831716951160189,9.141716951160188,8.887716951160188,8.314716951160188
WASP-008,5690,36.0,36.0,0.29,0.03,0.03,1.093,0.033,0.033,0.976,0.021,0.021,4.498,0.018,0.018,1.176,0.07,0.07,0.31,0.0029,0.0024,0.0817,0.0008,0.0008,2.216,0.047,0.047,1.165,0.033,0.033,42.5,2.3,2.3,1.31,0.1,0.1,947.0,12.0,12.0,2010A+A...517L...1Q,arXiv:2001.08225,TEP,23,59,36.07,-35,1,52.9,9.77,8.09,0.1832,1.3,2454679.33741,0.00047,8.15875416,1.6e-07,2010A+A...517L...1Q,0.604,0.015046070833945166,10.357716951160187,9.309716951160187,8.950716951160187,8.062716951160187
WASP-010,4735,69.0,69.0,0.05,0.08,0.08,0.73,0.1,0.1,0.678,0.028,0.032,4.62,0.05,0.05,2.359,0.053,0.047,0.057,0.011,0.005,0.0378,0.0016,0.0016,3.14,0.27,0.27,1.039,0.043,0.049,68.9,6.7,6.7,2.81,0.44,0.33,972.0,31.0,31.0,2009MNRAS.392.1585C,2013MNRAS.430.3032B,TEP,23,15,58.3,31,27,46.3,12.39,9.98,0.09318,2.9,2454664.03804,6e-05,3.0927295,3e-07,2016PASP..128b4402S,0.299,0.024799481113191607,13.293716951160189,11.759716951160188,11.278716951160188,9.893716951160188
WASP-011,4900,65.0,65.0,0.12,0.09,0.09,0.806,0.04,0.04,0.772,0.015,0.015,4.569,0.018,0.018,1.748,0.074,0.074,0.0,,,0.04375,0.00074,0.00074,0.492,0.024,0.024,0.99,0.023,0.023,12.45,0.5,0.5,0.475,0.026,0.026,992.0,14.0,14.0,2009A+A...502..395W,2015A+A...579A.136M,TEP,3,9,28.55,30,40,24.9,11.89,9.42,0.109,2.2,2454729.90716,0.0002,3.72247967,4.5e-07,2015A+A...579A.136M,0.054,0.017366275050937793,12.793716951160189,11.259716951160188,10.778716951160188,9.393716951160188
WASP-012,6313,52.0,52.0,0.21,0.04,0.04,1.434,0.11,0.09,1.657,0.046,0.044,4.157,0.013,0.012,0.316,0.011,0.01,0.0,0.053,0.0,0.0234,0.00056,0.0005,1.47,0.076,0.069,1.9,0.057,0.045,10.09,0.35,0.34,0.201,0.011,0.011,2580.0,58.0,62.0,2009ApJ...693.1920H,2017AJ....153...78C,TEP,6,30,32.79,29,40,20.4,11.69,10.19,0.12483,1.6,2456305.455519,2.6e-05,1.09141942,2e-08,arXiv:2012.02211,0.375,0.013884590377386883,12.087716951160187,11.327716951160188,11.050716951160187,10.418716951160187
WASP-013,6025,21.0,21.0,0.11,0.05,0.05,1.22,0.12,0.12,1.657,0.079,0.079,4.086,0.033,0.033,0.268,0.029,0.029,0.0,,,0.0557,0.0018,0.0018,0.512,0.06,0.06,1.528,0.084,0.084,5.44,0.73,0.73,0.134,0.023,0.023,1531.0,37.0,37.0,2009A+A...502..391S,2012MNRAS.426.1291S,TEP,9,20,24.7,33,52,56.5,10.51,9.12,0.1668,0.9,2455218.5681,0.0008,4.353019,4e-06,2012MNRAS.419.1248B,0.603,0.008979922287999126,10.975716951160187,10.111716951160188,9.803716951160188,9.083716951160188
WASP-014,6462,75.0,75.0,0.0,0.04,0.04,1.3,0.06,0.06,1.318,0.095,0.073,4.312,0.061,0.047,0.57,0.12,0.09,0.0823,0.0033,0.0032,0.037,0.001,0.001,7.59,0.24,0.23,1.24,0.12,0.1,123.0,25.0,19.0,3.73,1.05,0.93,1872.0,29.0,29.0,2009MNRAS.392.1532J,2015MNRAS.451.4139R,TEP,14,33,6.35,21,53,41.0,9.75,8.62,0.1275,1.2,2455632.57865,0.0001,2.24376644,2.2e-07,arXiv:2203.00299,0.535,0.00934724091877725,10.101716951160189,9.411716951160187,9.157716951160188,8.584716951160187
WASP-015,6573,70.0,70.0,0.09,0.04,0.04,1.305,0.051,0.051,1.522,0.044,0.044,4.189,0.021,0.021,0.37,0.027,0.027,0.0,,,0.05165,0.00067,0.00067,0.592,0.019,0.019,1.408,0.046,0.046,7.39,0.46,0.46,0.198,0.018,0.018,1676.0,29.0,29.0,2009AJ....137.4834W,2013MNRAS.434.1300S,TEP,13,55,42.71,-32,9,34.6,10.92,9.69,0.1547,1.2,2454584.69859,0.00029,3.75209748,8.1e-07,2013MNRAS.434.1300S,0.525,0.009037470473514856,11.271716951160188,10.581716951160187,10.327716951160188,9.754716951160187
WASP-016,5630,70.0,70.0,0.07,0.1,0.1,0.98,0.054,0.054,1.087,0.042,0.042,4.357,0.022,0.022,0.762,0.056,0.056,0.0,,,0.0415,0.00077,0.00077,0.832,0.038,0.038,1.218,0.04,0.04,13.92,0.71,0.71,0.431,0.033,0.033,1389.0,24.0,24.0,2009ApJ...703..752L,2013MNRAS.434.1300S,TEP,14,18,43.92,-20,16,31.9,11.31,9.59,0.08,1.3,2455495.0619,0.0003,3.1186023,1.6e-06,arXiv:2012.07478,0.798,0.013258865805596187,11.903716951160188,10.846716951160188,10.485716951160189,9.588716951160189
WASP-017,6550,100.0,100.0,-0.25,0.09,0.09,1.286,0.079,0.079,1.583,0.041,0.041,4.149,0.014,0.014,0.324,0.012,0.012,0.0,,,0.05135,0.00103,0.00103,0.477,0.033,0.033,1.932,0.053,0.053,3.16,0.2,0.2,0.0618,0.0048,0.0048,1755.0,28.0,28.0,2010ApJ...709..159A,2012MNRAS.426.1338S,TEP,15,59,50.95,-28,3,42.3,11.5,10.22,0.183,1.8,2454592.80154,0.0005,3.73548546,2.7e-07,arXiv:2203.02434,0.4,0.015729803635643653,11.851716951160189,11.161716951160187,10.907716951160188,10.334716951160187
WASP-018,6400,70.0,70.0,0.1,0.08,0.08,1.295,0.059,0.059,1.255,0.028,0.028,4.353,0.017,0.017,0.655,0.035,0.035,0.0085,0.002,0.002,0.02055,0.00031,0.00031,10.52,0.32,0.32,1.204,0.028,0.028,179.9,6.4,6.4,5.64,0.31,0.31,2411.0,35.0,35.0,2009Natur.460.1098H,2013MNRAS.428.2645M,TEP,1,37,25.03,-45,40,40.4,9.27,8.13,0.09089,1.2,2457255.782941,4.8e-05,0.94145243,2e-08,2020AJ....160..155W,0.527,0.009719331810998684,9.667716951160187,8.907716951160188,8.630716951160187,7.998716951160187
WASP-019,5460,90.0,90.0,0.14,0.11,0.11,0.935,0.041,0.041,1.018,0.015,0.015,4.3932,0.0066,0.0066,0.8853,0.006,0.006,0.0,0.027,0.0,0.01634,0.00024,0.00024,1.139,0.036,0.036,1.41,0.021,0.021,14.21,0.18,0.18,0.38,0.0079,0.0079,2077.0,34.0,34.0,2010ApJ...708..224H,2013MNRAS.436....2M,TEP,9,53,40.08,-45,39,33.0,12.31,10.48,0.06586,2.4,2456021.7039,2e-05,0.7888393,1e-08,arXiv:2002.02606,0.657,0.02025879248897436,12.960716951160189,11.819716951160189,11.437716951160189,10.455716951160188
WASP-020,5987,20.0,20.0,0.07,0.02,0.02,1.113,0.034,0.034,1.242,0.045,0.045,4.296,0.03,0.03,0.581,0.06,0.06,0.0,0.11,0.0,0.05851,0.00059,0.00059,0.396,0.046,0.046,1.382,0.057,0.057,5.13,0.73,0.73,0.14,0.024,0.024,1330.0,25.0,25.0,2015A+A...575A..61A,arXiv:2001.08225,TEP,0,20,38.53,-23,56,8.6,10.68,9.39,0.1418,1.2,2455715.65562,0.00029,4.8996284,3.3e-06,2015A+A...575A..61A,0.718,0.013075062727418586,11.145716951160187,10.281716951160188,9.973716951160188,9.253716951160188
